group	value	gene_id
Targets	0.131993201	ENSG00000197122
Targets	0.06065969	ENSG00000143093
Targets	0.027610635	ENSG00000166086
Targets	0.17210118	ENSG00000110881
Targets	0.07857057	ENSG00000011275
Targets	-0.1419523	ENSG00000116675
Targets	0.04902834	ENSG00000086062
Targets	0.121404135	ENSG00000183864
Targets	-0.252040813333	ENSG00000198363
Targets	0.0931684066667	ENSG00000143384
Targets	-0.00626057666667	ENSG00000088256
Targets	-0.00729754	ENSG00000140391
Targets	0.0688974766667	ENSG00000166734
Targets	0.07061945	ENSG00000072786
Targets	0.149035433333	ENSG00000183495
Targets	0.058446135	ENSG00000184602
Targets	0.021494245	ENSG00000132824
Targets	0.09087019	ENSG00000140941
Targets	-0.683360515	ENSG00000164402
Targets	0.00310284	ENSG00000204256
Targets	0.06138665	ENSG00000130559
Targets	0.052608845	ENSG00000164181
Targets	0.12668688	ENSG00000179152
Targets	0.132032385	ENSG00000186111
Targets	-0.14716503	ENSG00000106948
Targets	-0.0298858066667	ENSG00000205339
Targets	0.00829172	ENSG00000135503
Targets	0.284401175	ENSG00000198142
Targets	0.04249414	ENSG00000151025
Targets	-0.02852335	ENSG00000155130
Targets	0.13093976	ENSG00000113916
Targets	0.03483999	ENSG00000122042
Targets	0.0630825366667	ENSG00000148719
Targets	-0.005672195	ENSG00000129933
Targets	-0.0233819225	ENSG00000196743
Targets	0.02638717	ENSG00000162231
Targets	0.10287265	ENSG00000091009
Targets	0.05513028	ENSG00000106546
Targets	0.0411128525	ENSG00000108946
Targets	-0.00630307	ENSG00000131398
Targets	0.08687516	ENSG00000166471
Targets	0.14854611	ENSG00000128595
Targets	0.163336371	ENSG00000168421
Targets	0.106451725	ENSG00000205133
Targets	0.061968095	ENSG00000206560
Targets	-0.02962994	ENSG00000008256
Targets	0.0495544025	ENSG00000170242
Targets	0.209541215	ENSG00000117868
Targets	0.02996825	ENSG00000198561
Targets	0.17021688	ENSG00000140577
Targets	0.0577248933333	ENSG00000134287
Targets	0.15949464	ENSG00000142875
Targets	0.0304331	ENSG00000171988
Targets	-0.0307366	ENSG00000153214
Targets	0.124015683333	ENSG00000168461
Targets	0.0167202275	ENSG00000170248
Targets	0.045135675	ENSG00000151553
Targets	0.230308815	ENSG00000095637
Targets	-0.076235375	ENSG00000133657
Targets	0.04612283	ENSG00000137075
Targets	-0.0725199666667	ENSG00000157933
Targets	0.05526028	ENSG00000198399
Targets	0.0795989533333	ENSG00000138594
Targets	0.068018825	ENSG00000115993
Targets	0.06899703	ENSG00000166532
Targets	0.139116805	ENSG00000067369
Targets	0.122907865	ENSG00000146530
Targets	0.0466549766667	ENSG00000011523
Targets	-0.0336897975	ENSG00000071054
Targets	0.0270261133333	ENSG00000170348
Targets	0.11848539	ENSG00000178951
Targets	0.01540373	ENSG00000107929
Targets	0.0285988	ENSG00000158470
Targets	0.24251926	ENSG00000151458
Targets	0.04671976	ENSG00000114554
Targets	0.0623428033333	ENSG00000124151
Targets	0.00505037	ENSG00000025039
Targets	-0.158097745	ENSG00000162367
Targets	0.02803105	ENSG00000102471
Targets	0.0990162	ENSG00000180530
Targets	-0.517836886667	ENSG00000117020
Targets	0.348951273333	ENSG00000151150
Targets	0.08388465	ENSG00000137942
Targets	0.1977621	ENSG00000096070
Targets	-0.043471332	ENSG00000187109
Targets	0.05295607	ENSG00000131023
Targets	-0.00356976	ENSG00000196227
Targets	-0.005049515	ENSG00000170915
Targets	0.04764937	ENSG00000065613
Targets	-0.0401724	ENSG00000067082
Targets	0.10455553	ENSG00000121749
Targets	0.0820138581818	ENSG00000138448
Targets	0.5396411725	ENSG00000147454
Targets	0.05988555	ENSG00000136536
Targets	-0.00536537	ENSG00000162337
Targets	0.057423	ENSG00000131149
Targets	0.54505374	ENSG00000138593
Targets	0.125658945	ENSG00000068305
Targets	0.09282568	ENSG00000037749
Targets	0.03716855	ENSG00000116191
Targets	0.11495655	ENSG00000162512
Targets	0.16883579	ENSG00000050820
Targets	0.0663585	ENSG00000187678
Targets	-0.198414885	ENSG00000023909
Targets	0.16947144	ENSG00000178904
Targets	0.0289659533333	ENSG00000007168
Targets	0.057876845	ENSG00000183579
Targets	0.0412782733333	ENSG00000116017
Targets	0.33138267	ENSG00000038532
Targets	0.0808928691667	ENSG00000113580
Targets	0.06417788	ENSG00000116604
Targets	0.105777245	ENSG00000108510
Targets	0.0965585466667	ENSG00000139826
Targets	-0.260324985	ENSG00000101346
Targets	-0.0141895866667	ENSG00000105939
Targets	0.02689004	ENSG00000196776
Targets	0.15094941	ENSG00000124486
Targets	-0.120469805	ENSG00000173276
Targets	0.0196970033333	ENSG00000103111
Targets	0.119314835	ENSG00000110723
Targets	0.00089979	ENSG00000077147
Targets	-0.25217617	ENSG00000163110
Targets	-0.140802333333	ENSG00000100697
Targets	-0.46283655	ENSG00000156675
Targets	0.0667230433333	ENSG00000029363
Targets	-0.112107065	ENSG00000182957
Targets	0.129310775	ENSG00000197860
Targets	0.239255426667	ENSG00000100154
Targets	-0.02007319	ENSG00000160218
Targets	0.164702185	ENSG00000186591
Targets	-0.27122186	ENSG00000133985
Targets	-0.0223806066667	ENSG00000078140
Targets	0.01478587	ENSG00000151692
Targets	-0.0844215975	ENSG00000136603
Targets	0.050852685	ENSG00000132359
Targets	0.0485075833333	ENSG00000080815
Targets	-0.050296515	ENSG00000183508
Targets	-0.00576402666667	ENSG00000134243
Targets	0.150471365	ENSG00000213853
Targets	0.054765275	ENSG00000114331
Targets	0.10713217	ENSG00000183943
Targets	-0.04732833	ENSG00000089057
Targets	0.11335573	ENSG00000111860
Targets	-0.206395475	ENSG00000006468
Targets	0.06737698	ENSG00000127329
Targets	0.12121893	ENSG00000116852
Targets	-0.08488491	ENSG00000179454
Targets	0.73770815	ENSG00000164938
Targets	-1.47116977	ENSG00000109118
Targets	0.104759406667	ENSG00000082258
Targets	0.03123356	ENSG00000132326
Targets	0.03139542	ENSG00000125827
Targets	-0.00970309	ENSG00000025293
Targets	0.0804383	ENSG00000169641
Targets	0.0667994466667	ENSG00000117500
Targets	0.007633675	ENSG00000163577
Targets	0.0656169	ENSG00000122779
Targets	0.0862465066667	ENSG00000174437
Targets	0.03471118	ENSG00000166900
Targets	0.16504536	ENSG00000108582
Targets	0.02361637	ENSG00000153936
Targets	-0.5627283575	ENSG00000165633
Targets	0.01759117	ENSG00000118217
Targets	0.00798743	ENSG00000071537
Targets	0.077499405	ENSG00000048471
Targets	-0.00516899	ENSG00000122068
Targets	-0.1290995	ENSG00000152127
Targets	0.098047045	ENSG00000113742
Targets	0.0122875	ENSG00000149289
Targets	0.01684735	ENSG00000147852
Targets	-0.069691715	ENSG00000100596
Targets	0.146990944	ENSG00000109133
Targets	0.045410955	ENSG00000135968
Targets	0.105755365	ENSG00000164327
Targets	0.027760665	ENSG00000105926
Targets	-0.211608126667	ENSG00000205189
Targets	-0.03149842	ENSG00000088179
Targets	0.16169143	ENSG00000169359
Targets	0.34750626	ENSG00000149212
Targets	0.07703102	ENSG00000124209
Targets	0.0589700033333	ENSG00000083312
Targets	-3.9915e-05	ENSG00000143970
Targets	0.0925628533333	ENSG00000128585
Targets	0.0662353675	ENSG00000160551
Targets	0.16122211	ENSG00000078177
Targets	0.10151304	ENSG00000151422
Targets	-0.14248939	ENSG00000118922
Targets	0.01228822	ENSG00000105810
Targets	0.1285967	ENSG00000106460
Targets	0.066168972	ENSG00000100354
Targets	0.068071146	ENSG00000055609
Targets	0.09605419	ENSG00000079950
Background	0.0888517466667	ENSG00000115919
Background	-0.03656227	ENSG00000115539
Background	0.09426302	ENSG00000155363
Background	0.00939051	ENSG00000171421
Background	0.05466228	ENSG00000136891
Background	0.34614461	ENSG00000187242
Background	0.12994544	ENSG00000164961
Background	-0.07004522	ENSG00000146215
Background	-0.0472094	ENSG00000104859
Background	0.05889616	ENSG00000159403
Background	0.1009094	ENSG00000171307
Background	0.30784247	ENSG00000168528
Background	0.10973583	ENSG00000105397
Background	0.0548897433333	ENSG00000171960
Background	-0.45413631	ENSG00000170745
Background	0.13434054	ENSG00000205560
Background	0.04264501	ENSG00000100147
Background	0.12057026	ENSG00000170310
Background	0.12821132	ENSG00000183763
Background	0.214111472	ENSG00000108786
Background	0.81677396	ENSG00000109610
Background	0.00086747	ENSG00000142676
Background	0.04509248	ENSG00000139832
Background	-0.03215495	ENSG00000179409
Background	-0.08098794	ENSG00000139547
Background	0.03837743	ENSG00000198841
Background	0.03744421	ENSG00000137656
Background	0.0131422833333	ENSG00000143569
Background	0.06539566	ENSG00000167632
Background	-0.100427336667	ENSG00000175792
Background	0.10365964	ENSG00000198467
Background	0.14498995	ENSG00000243279
Background	0.211609465	ENSG00000182272
Background	0.150756625	ENSG00000178386
Background	0.166405115	ENSG00000102384
Background	0.113537605	ENSG00000128463
Background	-0.28099317	ENSG00000244607
Background	0.49914844	ENSG00000166682
Background	0.11660935	ENSG00000183486
Background	-0.327766235	ENSG00000142910
Background	0.01344933	ENSG00000135502
Background	-0.05879375	ENSG00000174871
Background	0.102604305	ENSG00000100294
Background	-0.42951398	ENSG00000171817
Background	0.13047734	ENSG00000010219
Background	0.05856274	ENSG00000141499
Background	0.24345402	ENSG00000213889
Background	0.1093121	ENSG00000167670
Background	0.05421638	ENSG00000092094
Background	-0.45574165	ENSG00000204947
Background	0.13978113	ENSG00000162542
Background	-0.98881053	ENSG00000177599
Background	0.09732433	ENSG00000156795
Background	0.05708442	ENSG00000169696
Background	0.11888411	ENSG00000070759
Background	0.152331695	ENSG00000148120
Background	0.12899077	ENSG00000172183
Background	0.60762749	ENSG00000147255
Background	0.31411059	ENSG00000197363
Background	0.0801430927273	ENSG00000198157
Background	0.16741756	ENSG00000213760
Background	0.096114615	ENSG00000083223
Background	-0.08116086	ENSG00000168060
Background	0.00481069666667	ENSG00000183647
Background	0.121335703333	ENSG00000182518
Background	0.10091468	ENSG00000188690
Background	0.0406025666667	ENSG00000160688
Background	0.12648129	ENSG00000162129
Background	0.11932957	ENSG00000151445
Background	-0.25754232	ENSG00000011478
Background	0.21484726	ENSG00000145014
Background	-0.42150588	ENSG00000185272
Background	0.087412085	ENSG00000249709
Background	0.049614195	ENSG00000158717
Background	-0.00991853	ENSG00000154328
Background	0.13679573	ENSG00000119723
Background	-0.44345349	ENSG00000164675
Background	0.118130213333	ENSG00000105953
Background	-0.004122715	ENSG00000168818
Background	0.132031825	ENSG00000088836
Background	0.01562579	ENSG00000173914
Background	0.11559012	ENSG00000212734
Background	0.10170068	ENSG00000241360
Background	-0.021758415	ENSG00000133313
Background	1.27848939	ENSG00000175463
Background	0.35218927	ENSG00000168918
Background	0.18747552	ENSG00000129749
Background	0.0266809975	ENSG00000053770
Background	-0.01660716	ENSG00000119509
Background	-0.14041537	ENSG00000155849
Background	0.04322303	ENSG00000128335
Background	0.057085935	ENSG00000132330
Background	0.063483747	ENSG00000005801
Background	0.06961342	ENSG00000115339
Background	0.0773675725	ENSG00000147996
Background	0.23739815	ENSG00000131584
Background	-0.03786625	ENSG00000142409
Background	0.12928329	ENSG00000100344
Background	0.07797181	ENSG00000105607
Background	-0.213202615	ENSG00000147231
Background	0.07812578	ENSG00000151498
Background	0.06737506	ENSG00000006638
Background	-0.03873397	ENSG00000148057
Background	0.10621765	ENSG00000115271
Background	0.17334628	ENSG00000145217
Background	0.0153106633333	ENSG00000237172
Background	-0.43012711	ENSG00000215595
Background	0.038057175	ENSG00000115318
Background	0.66096808	ENSG00000178078
Background	0.02856365	ENSG00000155868
Background	0.09973948	ENSG00000124357
Background	0.157248303333	ENSG00000140365
Background	0.28856801	ENSG00000149179
Background	0.27805036	ENSG00000126106
Background	0.081006255	ENSG00000110237
Background	0.13381686	ENSG00000163633
Background	0.03240023	ENSG00000198522
Background	-0.01445698	ENSG00000198130
Background	-0.0639085166667	ENSG00000125971
Background	0.03968769	ENSG00000183569
Background	0.13972087	ENSG00000086544
Background	0.2029859	ENSG00000213859
Background	0.32739705	ENSG00000105641
Background	0.141761615	ENSG00000110921
Background	0.24187421	ENSG00000170917
Background	0.063055555	ENSG00000158552
Background	0.331892	ENSG00000184574
Background	0.11283701	ENSG00000171130
Background	0.004807648	ENSG00000033011
Background	0.21775164	ENSG00000132254
Background	0.09030426	ENSG00000170502
Background	0.0306674875	ENSG00000055950
Background	0.06304937	ENSG00000143595
Background	0.1573372	ENSG00000259431
Background	0.087966285	ENSG00000165861
Background	0.24659648	ENSG00000166780
Background	-0.42030639	ENSG00000170509
Background	-0.01664946	ENSG00000167264
Background	0.1487065	ENSG00000196502
Background	0.01182752	ENSG00000179922
Background	0.082122005	ENSG00000168297
Background	-0.0887387425	ENSG00000108433
Background	0.3457031	ENSG00000159708
Background	0.10228718	ENSG00000176715
Background	0.32290317	ENSG00000181894
Background	-0.091486545	ENSG00000102805
Background	0.10267895	ENSG00000138101
Background	0.00870846	ENSG00000001460
Background	0.10891161	ENSG00000172273
Background	0.13423694	ENSG00000101247
Background	0.00304349333333	ENSG00000087460
Background	0.03180723	ENSG00000162073
Background	0.09807473	ENSG00000134830
Background	-0.14667517	ENSG00000171827
Background	0.21482083	ENSG00000180938
Background	-0.0761500933333	ENSG00000154930
Background	0.089512045	ENSG00000106992
Background	0.07683864	ENSG00000135723
Background	0.05381173	ENSG00000171566
Background	-0.025641445	ENSG00000057294
Background	-0.018164595	ENSG00000176371
Background	0.01531232	ENSG00000151065
Background	0.09753363	ENSG00000133422
Background	0.09356973	ENSG00000087903
Background	0.47594482	ENSG00000164296
Background	-0.01774808	ENSG00000114446
Background	0.00648854	ENSG00000100324
Background	0.060196	ENSG00000072954
Background	0.116149315	ENSG00000182134
Background	-0.00031029	ENSG00000087299
Background	0.16368371	ENSG00000162994
Background	0.041421365	ENSG00000168397
Background	0.10276309	ENSG00000163482
Background	0.02536116	ENSG00000119227
Background	0.68012253	ENSG00000163879
Background	0.18934613	ENSG00000186073
Background	0.56888284	ENSG00000115459
Background	0.14461439	ENSG00000125735
Background	0.04060176	ENSG00000196843
Background	0.0704405	ENSG00000106100
Background	0.07178216	ENSG00000167625
Background	0.109709846667	ENSG00000140830
Background	-0.19262466	ENSG00000174586
Background	0.070780075	ENSG00000167904
Background	0.00649957	ENSG00000115661
Background	0.196085283333	ENSG00000119522
Background	-0.043725185	ENSG00000116525
Background	0.1313402	ENSG00000126215
Background	0.18053834	ENSG00000131746
Background	0.101981475	ENSG00000149292
Background	0.17612729	ENSG00000168014
Background	0.09001904	ENSG00000133131
Background	-0.02874414	ENSG00000155984
Background	0.0467185	ENSG00000131943
Background	0.05578059	ENSG00000004660
Background	-0.12971594	ENSG00000215018
Background	0.13012231	ENSG00000119772
Background	0.080340385	ENSG00000196123
Background	0.15920683	ENSG00000011376
Background	0.18055846	ENSG00000112297
Background	-0.42800943	ENSG00000169550
Background	0.36419602	ENSG00000160097
Background	-0.5952014	ENSG00000124429
Background	-0.14088695	ENSG00000049167
Background	0.01331053	ENSG00000108773
Background	0.16420031	ENSG00000257207
Background	0.48202748	ENSG00000196684
Background	0.10840017	ENSG00000108797
Background	0.49205696	ENSG00000206561
Background	-0.42676726	ENSG00000205683
Background	0.36500391	ENSG00000204790
Background	0.02908315	ENSG00000135631
Background	0.0730442	ENSG00000103227
Background	0.22728509	ENSG00000105738
Background	0.13033242	ENSG00000156521
Background	0.13509486	ENSG00000135373
Background	-0.000197366666667	ENSG00000175354
Background	0.245565385	ENSG00000140386
Background	0.14226785	ENSG00000116127
Background	0.45449825	ENSG00000251192
Background	-0.03196665	ENSG00000134569
Background	0.00909126	ENSG00000155957
Background	0.0918683625	ENSG00000135541
Background	0.187486243333	ENSG00000185404
Background	0.057796715	ENSG00000135622
Background	0.10315966	ENSG00000163389
Background	0.0475961	ENSG00000129474
Background	0.03606024	ENSG00000103260
Background	0.3103383	ENSG00000123104
Background	0.17292662	ENSG00000167676
Background	-0.01522825	ENSG00000139668
Background	0.43516391	ENSG00000006025
Background	0.14904491	ENSG00000101333
Background	0.07347126	ENSG00000145882
Background	0.1144414	ENSG00000196405
Background	0.06593878	ENSG00000183309
Background	-0.146043933333	ENSG00000162437
Background	0.18883923	ENSG00000174233
Background	-0.20295415	ENSG00000188315
Background	-0.408974255	ENSG00000151023
Background	0.08959747	ENSG00000140511
Background	0.14210078	ENSG00000106603
Background	0.07607787	ENSG00000154582
Background	-0.74153021	ENSG00000172731
Background	-0.42990104	ENSG00000166704
Background	0.13213687	ENSG00000196511
Background	0.32020102	ENSG00000091137
Background	-0.02143186	ENSG00000151164
Background	0.00216054	ENSG00000119408
Background	0.466248036667	ENSG00000141664
Background	0.07404415	ENSG00000157429
Background	0.08601935	ENSG00000186716
Background	-0.04178034	ENSG00000139974
Background	-0.07335642	ENSG00000104381
Background	-0.11801271	ENSG00000101188
Background	-0.00888721	ENSG00000204070
Background	-0.0312799075	ENSG00000114098
Background	0.31652591	ENSG00000143951
Background	-0.25573441	ENSG00000197496
Background	-0.043559785	ENSG00000186814
Background	0.1601315	ENSG00000153558
Background	0.03460665	ENSG00000121417
Background	0.120692073333	ENSG00000092964
Background	0.00857964	ENSG00000105821
Background	0.152853065	ENSG00000163812
Background	0.047217435	ENSG00000133739
Background	0.0535942666667	ENSG00000144395
Background	-0.021034635	ENSG00000035115
Background	0.10844415	ENSG00000151148
Background	0.11763201	ENSG00000006282
Background	-0.037399725	ENSG00000185250
Background	0.11726106	ENSG00000020633
Background	-0.22138134	ENSG00000205084
Background	0.02744293	ENSG00000180190
