group	value	gene_id
Targets	-0.682	ENSG00000123636
Targets	0.3895	ENSG00000167110
Targets	-0.0944	ENSG00000108262
Targets	0.218333333333	ENSG00000254087
Targets	0.149	ENSG00000125304
Targets	0.07752	ENSG00000109046
Targets	0.343666666667	ENSG00000050405
Targets	-0.0284334	ENSG00000131435
Targets	-0.0563333333333	ENSG00000146757
Targets	-0.284	ENSG00000127561
Targets	-0.658666666667	ENSG00000120738
Targets	0.179325	ENSG00000137509
Targets	0.130208333333	ENSG00000112787
Targets	0.321666666667	ENSG00000125170
Targets	-0.445	ENSG00000155090
Targets	-0.1364	ENSG00000172432
Targets	0.28	ENSG00000011566
Targets	-0.1121	ENSG00000113583
Targets	0.121666666667	ENSG00000144566
Targets	0.113	ENSG00000168575
Targets	-0.158	ENSG00000001084
Targets	-0.154	ENSG00000076706
Targets	-0.04	ENSG00000158747
Targets	1.45333333333	ENSG00000134363
Targets	0.002	ENSG00000196588
Targets	0.068	ENSG00000163875
Targets	0.0324	ENSG00000108557
Targets	-0.00555	ENSG00000171603
Targets	0.122	ENSG00000144579
Targets	0.008995	ENSG00000100425
Targets	-0.0865	ENSG00000164251
Targets	0.0681	ENSG00000130779
Targets	-0.172425	ENSG00000011304
Targets	0.0234	ENSG00000134326
Targets	-0.070525	ENSG00000068885
Targets	-0.0698	ENSG00000163527
Targets	-0.10025	ENSG00000034677
Targets	0.0438	ENSG00000101665
Targets	0.222	ENSG00000181027
Targets	0.442333333333	ENSG00000197081
Targets	0.206755	ENSG00000102996
Targets	-0.0386	ENSG00000154080
Targets	0.9435	ENSG00000111907
Targets	0.3207	ENSG00000009335
Targets	0.1865	ENSG00000102554
Targets	0.196933333333	ENSG00000196937
Targets	0.0867	ENSG00000068078
Targets	0.6765	ENSG00000139292
Targets	0.325	ENSG00000131873
Targets	0.152983333333	ENSG00000008130
Targets	0.307	ENSG00000159200
Targets	-0.12688	ENSG00000148400
Targets	-0.16695	ENSG00000196792
Targets	0.15	ENSG00000101150
Targets	0.0892	ENSG00000156650
Targets	0.146	ENSG00000170448
Targets	0.197	ENSG00000131165
Targets	0.15405	ENSG00000171867
Targets	-0.288	ENSG00000164305
Targets	0.33	ENSG00000119541
Targets	-0.2675	ENSG00000143126
Targets	0.298	ENSG00000085721
Targets	-0.169	ENSG00000184916
Targets	-0.31965	ENSG00000012660
Targets	-0.0684	ENSG00000054598
Targets	-0.0651	ENSG00000135097
Targets	0.341	ENSG00000198915
Targets	0.467333333333	ENSG00000189067
Targets	0.22965	ENSG00000198959
Targets	0.0969	ENSG00000164830
Targets	0.1375	ENSG00000044574
Targets	-0.0712	ENSG00000165802
Targets	-0.0473	ENSG00000130449
Targets	0.169	ENSG00000161526
Targets	0.9805	ENSG00000154734
Targets	0.0695	ENSG00000108639
Targets	-0.115033333333	ENSG00000186834
Targets	0.6415	ENSG00000162734
Targets	0.298666666667	ENSG00000006453
Targets	0.418666666667	ENSG00000115806
Targets	0.260333333333	ENSG00000205213
Targets	8e-04	ENSG00000038427
Targets	0.268	ENSG00000165355
Targets	0.0735	ENSG00000184937
Targets	0.07658	ENSG00000116731
Targets	0.308	ENSG00000112874
Targets	-0.0267333333333	ENSG00000157240
Targets	-0.218	ENSG00000198435
Targets	1.725	ENSG00000066629
Targets	-0.0983666666667	ENSG00000173334
Targets	0.278666666667	ENSG00000111737
Targets	-0.323	ENSG00000136842
Targets	0.179	ENSG00000181751
Targets	0.21414	ENSG00000198814
Targets	0.233	ENSG00000153339
Targets	0.13035	ENSG00000112033
Targets	0.1218	ENSG00000141551
Targets	0.0668	ENSG00000221978
Targets	0.4295	ENSG00000129911
Targets	0.107996	ENSG00000100241
Targets	-0.152333333333	ENSG00000158321
Targets	-0.254	ENSG00000157404
Targets	5e-04	ENSG00000004799
Targets	-0.29	ENSG00000241839
Targets	-0.00935	ENSG00000108669
Targets	0.08815	ENSG00000155760
Targets	-0.1875	ENSG00000130340
Targets	-0.0494	ENSG00000082074
Targets	0.263	ENSG00000091129
Targets	-0.2587	ENSG00000173064
Targets	-0.0580333333333	ENSG00000110048
Targets	0.198325	ENSG00000134755
Targets	0.0259	ENSG00000046604
Targets	0.080075	ENSG00000105976
Targets	-0.0645	ENSG00000130749
Targets	-0.0244	ENSG00000110075
Targets	-0.3143	ENSG00000181104
Targets	0.0347	ENSG00000146830
Targets	0.168	ENSG00000125347
Targets	-0.54795	ENSG00000184384
Targets	0.0994	ENSG00000134910
Targets	0.285	ENSG00000197037
Targets	0.135725	ENSG00000140332
Targets	-0.121	ENSG00000204519
Targets	-0.0778	ENSG00000121481
Targets	-0.2527	ENSG00000166454
Targets	-0.644	ENSG00000101670
Targets	-0.129	ENSG00000146083
Targets	0.02518	ENSG00000130164
Targets	0.1966	ENSG00000084676
Targets	-0.197	ENSG00000139718
Targets	-0.0424857142857	ENSG00000119707
Targets	0.0336666666667	ENSG00000074755
Targets	-0.266	ENSG00000157107
Targets	0.0242333333333	ENSG00000176597
Targets	0.239366666667	ENSG00000105971
Targets	1.35	ENSG00000106078
Targets	0.28996	ENSG00000011007
Targets	0.0027	ENSG00000155304
Targets	0.0439	ENSG00000185950
Targets	0.103285714286	ENSG00000071564
Targets	0.63485	ENSG00000163347
Targets	-0.2575	ENSG00000065809
Targets	-0.00828571428571	ENSG00000069020
Targets	-0.15046	ENSG00000122574
Targets	0.08065	ENSG00000165915
Targets	-0.0292	ENSG00000121281
Targets	0.258083333333	ENSG00000005020
Targets	-0.0506666666667	ENSG00000181744
Targets	0.02665	ENSG00000106299
Targets	0.14465	ENSG00000069424
Targets	0.2446	ENSG00000183723
Targets	0.1814	ENSG00000042429
Targets	0.09148	ENSG00000142599
Targets	-0.0372	ENSG00000132294
Targets	0.099	ENSG00000158805
Targets	0.0604	ENSG00000141644
Targets	0.10555025	ENSG00000143641
Targets	-0.009175	ENSG00000005339
Targets	-0.224666666667	ENSG00000118200
Targets	-0.1425	ENSG00000176490
Targets	-0.148033333333	ENSG00000182771
Targets	-0.0799666666667	ENSG00000178538
Targets	0.3645	ENSG00000168743
Targets	0.3865	ENSG00000185551
Targets	-0.084975	ENSG00000005893
Targets	-0.191772857143	ENSG00000197122
Targets	0.146	ENSG00000143093
Targets	-0.2298	ENSG00000166086
Targets	-0.3055	ENSG00000110881
Targets	-0.070625	ENSG00000011275
Targets	0.2705	ENSG00000116675
Targets	0.267888333333	ENSG00000086062
Targets	-0.219	ENSG00000183864
Targets	-0.318811111111	ENSG00000198363
Targets	-0.0968333333333	ENSG00000143384
Targets	0.320833333333	ENSG00000088256
Targets	0.04144	ENSG00000140391
Targets	0.151833333333	ENSG00000166734
Targets	0.16524	ENSG00000072786
Targets	0.09225	ENSG00000183495
Targets	-0.009305	ENSG00000184602
Targets	-0.67425	ENSG00000132824
Targets	0.365	ENSG00000140941
Targets	0.0872	ENSG00000164402
Targets	-0.0117333333333	ENSG00000204256
Targets	-0.0509142857143	ENSG00000130559
Targets	0.36	ENSG00000164181
Targets	0.187184	ENSG00000179152
Targets	0.157	ENSG00000186111
Targets	0.278	ENSG00000106948
Targets	-0.197475	ENSG00000205339
Targets	-0.119706666667	ENSG00000135503
Targets	0.273	ENSG00000198142
Targets	0.681	ENSG00000151025
Targets	-0.18594	ENSG00000155130
Targets	-0.601666666667	ENSG00000113916
Targets	0.0559	ENSG00000122042
Targets	0.011125	ENSG00000148719
Targets	0.0444	ENSG00000129933
Targets	-0.151071428571	ENSG00000196743
Targets	0.0224	ENSG00000162231
Targets	0.0122	ENSG00000091009
Targets	0.336	ENSG00000106546
Targets	0.0196	ENSG00000108946
Targets	-0.0951	ENSG00000131398
Targets	-0.3025	ENSG00000166471
Targets	0.3096	ENSG00000128595
Targets	0.0284	ENSG00000168421
Targets	-0.365	ENSG00000205133
Targets	-0.36825	ENSG00000206560
Targets	0.0918	ENSG00000008256
Targets	0.23516	ENSG00000170242
Targets	0.14212	ENSG00000117868
Targets	0.32115	ENSG00000140577
Targets	0.158373333333	ENSG00000134287
Targets	0.510366666667	ENSG00000142875
Targets	-0.164783333333	ENSG00000171988
Targets	-0.394	ENSG00000153214
Targets	0.00303666666667	ENSG00000168461
Targets	0.0115	ENSG00000170248
Targets	-0.13225	ENSG00000151553
Targets	-0.13468	ENSG00000095637
Targets	0.3379	ENSG00000133657
Targets	0.31235	ENSG00000065911
Targets	0.086	ENSG00000137075
Targets	-0.406666666667	ENSG00000157933
Targets	-0.441333333333	ENSG00000198399
Targets	0.3005	ENSG00000138594
Targets	0.2892	ENSG00000115993
Targets	0.7016	ENSG00000166532
Targets	0.043	ENSG00000067369
Targets	0.0585	ENSG00000146530
Targets	-0.26528	ENSG00000011523
Targets	-0.08508	ENSG00000071054
Targets	0.00248733333333	ENSG00000170348
Targets	-0.0754	ENSG00000178951
Targets	0.0791142857143	ENSG00000107929
Targets	0.0509	ENSG00000158470
Targets	-0.0813333333333	ENSG00000151458
Targets	0.280966666667	ENSG00000114554
Targets	0.123733333333	ENSG00000124151
Targets	0.474	ENSG00000025039
Targets	-0.0779	ENSG00000162367
Targets	-0.4015	ENSG00000102471
Targets	0.2215	ENSG00000180530
Targets	-0.0271428571429	ENSG00000117020
Targets	0.57608	ENSG00000151150
Targets	0.255	ENSG00000137942
Targets	0.106066666667	ENSG00000096070
Targets	-0.0569714285714	ENSG00000187109
Targets	-0.092825	ENSG00000131023
Targets	-0.573	ENSG00000196227
Targets	-0.751	ENSG00000170915
Targets	-1.153	ENSG00000065613
Targets	0.0954	ENSG00000067082
Targets	0.017105	ENSG00000121749
Targets	-0.277	ENSG00000138448
Targets	-0.01308	ENSG00000147454
Targets	0.00532	ENSG00000136536
Targets	-0.13665	ENSG00000162337
Targets	-0.345	ENSG00000131149
Targets	-0.4495	ENSG00000138593
Targets	-0.14935	ENSG00000068305
Targets	-0.326	ENSG00000037749
Targets	0.09376	ENSG00000116191
Targets	-0.1113	ENSG00000162512
Targets	-0.049	ENSG00000050820
Targets	-0.164	ENSG00000187678
Targets	-0.089	ENSG00000023909
Targets	-0.113	ENSG00000178904
Targets	0.136425	ENSG00000007168
Targets	-0.129	ENSG00000183579
Targets	0.5835	ENSG00000116017
Targets	-0.01845	ENSG00000038532
Targets	-0.14942	ENSG00000113580
Targets	-0.0417666666667	ENSG00000116604
Targets	-0.0135	ENSG00000108510
Targets	0.157	ENSG00000139826
Targets	0.25725	ENSG00000101346
Targets	-0.595	ENSG00000105939
Targets	-0.0202	ENSG00000196776
Targets	-0.0828525	ENSG00000124486
Targets	0.10695	ENSG00000173276
Targets	0.406	ENSG00000103111
Targets	0.19	ENSG00000110723
Targets	-0.17556	ENSG00000077147
Targets	0.18693	ENSG00000163110
Targets	-0.0753666666667	ENSG00000100697
Targets	-0.2006	ENSG00000156675
Targets	0.0510333333333	ENSG00000029363
Targets	0.006925	ENSG00000182957
Targets	0.05685	ENSG00000197860
Targets	0.0978	ENSG00000100154
Targets	0.391615	ENSG00000160218
Targets	-0.44935	ENSG00000186591
Targets	-0.10115	ENSG00000133985
Targets	-0.0396666666667	ENSG00000078140
Targets	-0.1304	ENSG00000151692
Targets	-0.2001	ENSG00000136603
Targets	0.33	ENSG00000132359
Targets	0.0105	ENSG00000080815
Targets	0.1603695	ENSG00000183508
Targets	-0.320333333333	ENSG00000134243
Targets	-0.25775	ENSG00000213853
Targets	0.144594	ENSG00000114331
Targets	-0.167	ENSG00000183943
Targets	0.08325	ENSG00000089057
Targets	0.1239	ENSG00000101152
Targets	0.1532	ENSG00000111860
Targets	-0.26252	ENSG00000006468
Targets	0.01965	ENSG00000127329
Targets	-0.236	ENSG00000116852
Targets	-0.099	ENSG00000179454
Targets	-0.433333333333	ENSG00000164938
Targets	-0.06245	ENSG00000109118
Targets	0.105525	ENSG00000082258
Targets	0.289	ENSG00000132326
Targets	0.104133333333	ENSG00000125827
Targets	0.218599594	ENSG00000025293
Targets	0.0798	ENSG00000169641
Targets	-0.310466666667	ENSG00000117500
Targets	-0.167666666667	ENSG00000163577
Targets	-0.1705	ENSG00000122779
Targets	0.0811	ENSG00000174437
Targets	0.216	ENSG00000166900
Targets	0.017946	ENSG00000108582
Targets	0.26305	ENSG00000153936
Targets	-0.0249166666667	ENSG00000165633
Targets	0.020345	ENSG00000118217
Targets	-0.04425	ENSG00000071537
Targets	0.06166	ENSG00000048471
Targets	-0.01225	ENSG00000122068
Targets	0.3769	ENSG00000152127
Targets	0.0226	ENSG00000113742
Targets	-0.199233333333	ENSG00000187605
Targets	0.27445	ENSG00000149289
Targets	0.379	ENSG00000147852
Targets	0.2504	ENSG00000100596
Targets	-0.10084	ENSG00000109133
Targets	-0.0465	ENSG00000135968
Targets	-0.17455	ENSG00000164327
Targets	0.2265	ENSG00000105926
Targets	0.149085714286	ENSG00000205189
Targets	-0.223	ENSG00000088179
Targets	0.384	ENSG00000169359
Targets	-0.159047142857	ENSG00000149212
Targets	-0.169033333333	ENSG00000124209
Targets	-0.02634	ENSG00000083312
Targets	0.109066666667	ENSG00000143970
Targets	-0.0363	ENSG00000128585
Targets	-0.167	ENSG00000160551
Targets	-1.195	ENSG00000078177
Targets	0.1716	ENSG00000151422
Targets	0.0594975	ENSG00000118922
Targets	-0.472342857143	ENSG00000105810
Targets	-0.456175	ENSG00000106460
Targets	-0.788285714286	ENSG00000100354
Targets	-0.337916666667	ENSG00000055609
Targets	0.6659	ENSG00000079950
Background	0.127	ENSG00000115919
Background	-0.1675	ENSG00000155363
Background	0.407	ENSG00000171421
Background	-0.01045	ENSG00000136891
Background	-0.13	ENSG00000187242
Background	0.0961	ENSG00000164961
Background	-0.144	ENSG00000146215
Background	-0.0334	ENSG00000104859
Background	-0.14	ENSG00000159403
Background	-0.0901	ENSG00000171307
Background	-0.1486125	ENSG00000168528
Background	-0.199	ENSG00000105397
Background	-0.0486195	ENSG00000171960
Background	0.0749	ENSG00000170745
Background	-0.109	ENSG00000100147
Background	0.1073	ENSG00000170310
Background	0.146	ENSG00000183763
Background	0.0415	ENSG00000108786
Background	-0.00699	ENSG00000109610
Background	-0.028	ENSG00000142676
Background	0.232	ENSG00000139832
Background	0.3815	ENSG00000179409
Background	0.075	ENSG00000139547
Background	0.0149	ENSG00000137656
Background	0.05305	ENSG00000143569
Background	0.0393825	ENSG00000167632
Background	0.378	ENSG00000175792
Background	0.009075	ENSG00000198467
Background	-0.313	ENSG00000243279
Background	0.04545	ENSG00000182272
Background	0.0134	ENSG00000178386
Background	0.190175	ENSG00000102384
Background	-0.08805	ENSG00000128463
Background	-0.280275	ENSG00000244607
Background	0.0471	ENSG00000166682
Background	-0.407	ENSG00000183486
Background	0.289	ENSG00000142910
Background	-0.482	ENSG00000135502
Background	-0.0344	ENSG00000174871
Background	0.9	ENSG00000100294
Background	-0.05685	ENSG00000171817
Background	0.538	ENSG00000010219
Background	0.3995	ENSG00000141499
Background	0.182	ENSG00000213889
Background	-0.07425	ENSG00000167670
Background	0.063755	ENSG00000092094
Background	0.0051	ENSG00000204947
Background	0.1797	ENSG00000162542
Background	-0.0766	ENSG00000177599
Background	0.759	ENSG00000156795
Background	0.141	ENSG00000169696
Background	0.0859	ENSG00000070759
Background	0.054295	ENSG00000148120
Background	-0.974	ENSG00000172183
Background	-0.07535	ENSG00000147255
Background	-0.00615	ENSG00000197363
Background	-0.2855	ENSG00000198157
Background	-0.296	ENSG00000213760
Background	0.3686	ENSG00000083223
Background	0.0515	ENSG00000168060
Background	0.148	ENSG00000183647
Background	0.2835	ENSG00000182518
Background	0.277333333333	ENSG00000188690
Background	0.2475	ENSG00000160688
Background	-0.0276	ENSG00000162129
Background	0.005	ENSG00000151445
Background	0.0909	ENSG00000011478
Background	-0.4545	ENSG00000145014
Background	-0.129	ENSG00000185272
Background	0.329	ENSG00000249709
Background	0.438	ENSG00000158717
Background	0.342	ENSG00000154328
Background	0.0586	ENSG00000119723
Background	0.117	ENSG00000164675
Background	-0.0528666666667	ENSG00000105953
Background	0.343	ENSG00000168818
Background	0.23125	ENSG00000088836
Background	0.116	ENSG00000173914
Background	0.0406	ENSG00000212734
Background	-0.0045	ENSG00000133313
Background	-0.272	ENSG00000175463
Background	-0.0256666666667	ENSG00000168918
Background	-0.278033333333	ENSG00000129749
Background	-0.10686	ENSG00000053770
Background	0.207533333333	ENSG00000119509
Background	0.0992	ENSG00000155849
Background	0.072	ENSG00000128335
Background	0.418966666667	ENSG00000132330
Background	-0.252	ENSG00000005801
Background	0.3625	ENSG00000115339
Background	0.042	ENSG00000131584
Background	0.1645	ENSG00000142409
Background	0.244	ENSG00000100344
Background	-0.1815	ENSG00000105607
Background	-0.0015	ENSG00000147231
Background	-0.266	ENSG00000151498
Background	0.422	ENSG00000006638
Background	-0.329	ENSG00000148057
Background	-0.309	ENSG00000115271
Background	-0.172666666667	ENSG00000145217
Background	0.0145	ENSG00000237172
Background	-0.2545	ENSG00000215595
Background	0.28	ENSG00000115318
Background	-0.272	ENSG00000178078
Background	-0.0627366666667	ENSG00000155868
Background	-0.0338	ENSG00000124357
Background	0.0378666666667	ENSG00000140365
Background	0.0907	ENSG00000149179
Background	0.0695	ENSG00000126106
Background	-0.131	ENSG00000110237
Background	0.118	ENSG00000163633
Background	0.267	ENSG00000198522
Background	0.2445	ENSG00000198130
Background	-0.05858	ENSG00000125971
Background	-0.3635	ENSG00000183569
Background	0.321	ENSG00000086544
Background	0.451	ENSG00000213859
Background	-0.299	ENSG00000105641
Background	-0.1058	ENSG00000110921
Background	0.4085	ENSG00000170917
Background	-0.0418	ENSG00000158552
Background	-0.0901	ENSG00000184574
Background	0.0629	ENSG00000171130
Background	0.413	ENSG00000033011
Background	0.166	ENSG00000132254
Background	0.183	ENSG00000170502
Background	0.181333333333	ENSG00000055950
Background	-0.401	ENSG00000137070
Background	-0.0674	ENSG00000143595
Background	0.248	ENSG00000259431
Background	-0.06285	ENSG00000165861
Background	-0.4105	ENSG00000166780
Background	0.13515	ENSG00000167264
Background	0.069	ENSG00000196502
Background	-0.253	ENSG00000179922
Background	-0.710925	ENSG00000168297
Background	0.466477777778	ENSG00000108433
Background	-0.117	ENSG00000159708
Background	0.117966666667	ENSG00000176715
Background	0.34	ENSG00000181894
Background	0.405333333333	ENSG00000102805
Background	-0.1395	ENSG00000138101
Background	0.09285	ENSG00000001460
Background	0.203	ENSG00000172273
Background	0.267333333333	ENSG00000101247
Background	-0.343533333333	ENSG00000087460
Background	0.00755	ENSG00000162073
Background	-0.217	ENSG00000134830
Background	-0.06135	ENSG00000171827
Background	-0.121	ENSG00000180938
Background	-0.10284	ENSG00000154930
Background	0.263	ENSG00000106992
Background	-0.0172	ENSG00000135723
Background	-0.0285666666667	ENSG00000214013
Background	0.174	ENSG00000171566
Background	0.658	ENSG00000057294
Background	-0.11375	ENSG00000176371
Background	-0.153	ENSG00000151065
Background	0.378	ENSG00000133422
Background	-0.216666666667	ENSG00000087903
Background	0.0747	ENSG00000164296
Background	0.589233333333	ENSG00000114446
Background	-0.141	ENSG00000100324
Background	-0.404	ENSG00000072954
Background	-0.0966666666667	ENSG00000182134
Background	0.0823333333333	ENSG00000087299
Background	0.312	ENSG00000162994
Background	0.0398533333333	ENSG00000168397
Background	0.680666666667	ENSG00000163482
Background	-0.304	ENSG00000119227
Background	0.118	ENSG00000163879
Background	0.0843666666667	ENSG00000186073
Background	0.124	ENSG00000115459
Background	-0.0966	ENSG00000125735
Background	0.219	ENSG00000196843
Background	0.13085	ENSG00000106100
Background	0.802	ENSG00000167625
Background	0.7295	ENSG00000140830
Background	0.0931	ENSG00000174586
Background	0.13	ENSG00000167904
Background	0.0676	ENSG00000115661
Background	0.9145	ENSG00000119522
Background	-0.39	ENSG00000116525
Background	-0.312	ENSG00000126215
Background	0.0096	ENSG00000131746
Background	-0.2364	ENSG00000135976
Background	-0.019225	ENSG00000149292
Background	-0.0175	ENSG00000168014
Background	0.728	ENSG00000133131
Background	-0.194466666667	ENSG00000155984
Background	-0.425	ENSG00000131943
Background	-0.229	ENSG00000004660
Background	-0.05485	ENSG00000215018
Background	-0.0251333333333	ENSG00000119772
Background	-0.0691	ENSG00000196123
Background	0.415	ENSG00000011376
Background	0.444	ENSG00000112297
Background	-0.05815	ENSG00000169550
Background	-0.119866666667	ENSG00000160097
Background	-0.0431	ENSG00000124429
Background	0.54	ENSG00000049167
Background	0.138	ENSG00000108773
Background	-0.0678	ENSG00000196684
Background	-0.293	ENSG00000108797
Background	-0.258	ENSG00000206561
Background	-0.0803	ENSG00000205683
Background	-0.0972	ENSG00000135631
Background	-0.18974	ENSG00000103227
Background	-0.047825	ENSG00000105738
Background	-0.0866	ENSG00000156521
Background	-0.0846416666667	ENSG00000135373
Background	0.1649	ENSG00000175354
Background	-0.104066666667	ENSG00000140386
Background	0.091	ENSG00000116127
Background	0.168	ENSG00000251192
Background	-0.202	ENSG00000134569
Background	-0.2055425	ENSG00000155957
Background	0.2976	ENSG00000135541
Background	0.0691333333333	ENSG00000185404
Background	0.1101	ENSG00000135622
Background	0.1425	ENSG00000163389
Background	0.491	ENSG00000129474
Background	0.0547333333333	ENSG00000103260
Background	-0.100775	ENSG00000123104
Background	0.00917	ENSG00000167676
Background	-0.081075	ENSG00000139668
Background	-0.194166666667	ENSG00000006025
Background	0.511	ENSG00000101333
Background	-0.0986	ENSG00000145882
Background	-0.0543	ENSG00000196405
Background	-0.374	ENSG00000183309
Background	-0.0383	ENSG00000162437
Background	-0.272	ENSG00000174233
Background	-0.135	ENSG00000188315
Background	0.0787	ENSG00000151023
Background	-0.243	ENSG00000140511
Background	-0.12175	ENSG00000106603
Background	0.173	ENSG00000154582
Background	-0.0164	ENSG00000172731
Background	0	ENSG00000166704
Background	0.4885	ENSG00000196511
Background	0.0209	ENSG00000091137
Background	0.10025	ENSG00000151164
Background	0.23454	ENSG00000119408
Background	0.48825	ENSG00000141664
Background	-0.0416666666667	ENSG00000157429
Background	0.128666666667	ENSG00000186716
Background	-0.0144	ENSG00000139974
Background	0.577666666667	ENSG00000104381
Background	-0.0386	ENSG00000101188
Background	0.816	ENSG00000204070
Background	0.185	ENSG00000114098
Background	0.05825	ENSG00000143951
Background	-0.04	ENSG00000197496
Background	-0.10946	ENSG00000186814
Background	0.611	ENSG00000153558
Background	0.596	ENSG00000121417
Background	-0.235	ENSG00000092964
Background	0.1956	ENSG00000105821
Background	0.290625	ENSG00000163812
Background	-0.305	ENSG00000133739
Background	0.266	ENSG00000144395
Background	-0.4605	ENSG00000035115
Background	0.0462	ENSG00000151148
Background	-0.12	ENSG00000006282
Background	0.227	ENSG00000185250
Background	-0.0174666666667	ENSG00000020633
Background	0.852	ENSG00000205084
Background	0.0413333333333	ENSG00000180190
Background	0.0875333333333	ENSG00000132205
Background	0.5465	ENSG00000127084
Background	0.626	ENSG00000198920
Background	0.288	ENSG00000150401
Background	-0.0888	ENSG00000175984
Background	0.0125	ENSG00000148600
Background	0.344	ENSG00000070269
Background	0.35935	ENSG00000008853
Background	-0.07315	ENSG00000113621
Background	-0.1093	ENSG00000185513
Background	-0.0375	ENSG00000133138
Background	0.374	ENSG00000171612
Background	-0.028	ENSG00000185163
Background	0.367333333333	ENSG00000164597
Background	-0.492	ENSG00000113721
Background	0.964	ENSG00000182224
Background	-0.2545	ENSG00000103056
Background	0.222	ENSG00000107938
Background	-0.0044	ENSG00000251369
Background	-0.528333333333	ENSG00000159167
Background	0.0259	ENSG00000123901
Background	-0.18215	ENSG00000088280
Background	0.071	ENSG00000152213
Background	-0.272	ENSG00000181577
Background	0.52	ENSG00000186642
Background	0.49	ENSG00000198001
Background	-0.0792666666667	ENSG00000169403
Background	0.231	ENSG00000197548
Background	0.00233333333333	ENSG00000187609
Background	-0.01595	ENSG00000168237
Background	0.0317666666667	ENSG00000100599
Background	-0.1365	ENSG00000140464
Background	-0.115333333333	ENSG00000135740
Background	0.0621	ENSG00000153896
Background	-0.165	ENSG00000171502
Background	0.2055	ENSG00000198440
Background	0.467	ENSG00000115694
Background	0.0739	ENSG00000116299
Background	0.159	ENSG00000129467
