"ID"	"adj.P.Val"	"P.Value"	"logFC"	"Gene_symbol"
"PH_hs_0060282"	"0.90416522"	"7.96e-01"	"0.0493537"	"KLRK1"
"PH_hs_0000734"	"0.90416522"	"7.96e-01"	"-0.0436745"	"DHX35"
"PH_hs_0002107"	"0.90416522"	"7.96e-01"	"-0.0585797"	"ERMN"
"PH_hs_0005193"	"0.90416522"	"7.96e-01"	"-0.0536733"	"L3MBTL4"
"PH_hs_0024678"	"0.90416522"	"7.96e-01"	"-0.0487739"	"LUM"
"PH_hs_0029214"	"0.90416522"	"7.96e-01"	"0.0500519"	"PRKRA"
"PH_hs_0020235"	"0.90417155"	"7.96e-01"	"0.1904554"	""
"PH_hs_0032525"	"0.90421924"	"7.96e-01"	"-0.0694771"	"previous version conserved probe"
"PH_hs_0049610"	"0.90421924"	"7.96e-01"	"-0.0635404"	"SNRPN|SNURF"
"PH_hs_0060363"	"0.90422819"	"7.96e-01"	"-0.0909111"	""
"PH_hs_0048837"	"0.90422819"	"7.96e-01"	"0.0557429"	"OTUD1"
"PH_hs_0060131"	"0.90434481"	"7.96e-01"	"-0.0496977"	"MITF"
"PH_hs_0047157"	"0.90434481"	"7.96e-01"	"0.0615853"	"FLJ32790"
"PH_hs_0000378"	"0.90434481"	"7.96e-01"	"0.0740199"	"CD3E"
"PH_hs_0012412"	"0.90434481"	"7.96e-01"	"0.1416441"	"CLEC4G"
"PH_hs_0043389"	"0.90434481"	"7.96e-01"	"0.0597006"	"SNX32"
"PH_hs_0013135"	"0.90434481"	"7.96e-01"	"0.1671081"	"MC3R"
"PH_hs_0040841"	"0.90434481"	"7.96e-01"	"-0.1144282"	"CDK17"
"PH_hs_0039735"	"0.90434481"	"7.96e-01"	"-0.070337"	"previous version conserved probe"
"PH_hs_0025313"	"0.90434911"	"7.96e-01"	"-0.0454859"	"previous version conserved probe"
"PH_hs_0013571"	"0.9043757"	"7.96e-01"	"0.1238455"	"previous version conserved probe"
"PH_hs_0048420"	"0.9045374"	"7.97e-01"	"-0.0551565"	"SNX18"
"PH_hs_0009865"	"0.9045374"	"7.97e-01"	"-0.0677995"	"previous version conserved probe"
"PH_hs_0028681"	"0.9045374"	"7.97e-01"	"-0.0529932"	"previous version conserved probe"
"PH_hs_0062484"	"0.90459954"	"7.97e-01"	"-0.0981354"	"LOC100509620|AQP7"
"PH_hs_0046535"	"0.90474767"	"7.97e-01"	"0.062799"	"KRT6C"
"PH_hs_0024812"	"0.90474767"	"7.97e-01"	"-0.0653787"	"GBP4"
"PH_hs_0032482"	"0.90474767"	"7.97e-01"	"0.0506337"	"C11orf73"
"PH_hs_0031331"	"0.90474767"	"7.97e-01"	"0.0459764"	"ITIH3"
"PH_hs_0039724"	"0.90486017"	"7.97e-01"	"-0.0940523"	"LOC100129034"
"PH_hs_0047580"	"0.90486017"	"7.97e-01"	"-0.0576337"	"HOOK1"
"PH_hs_0046805"	"0.90498484"	"7.97e-01"	"0.0645723"	"PP12708"
"PH_hs_0061576"	"0.90501702"	"7.97e-01"	"-0.0538434"	"MOB4|HSPE1-MOB4"
"PH_hs_0061387"	"0.90501702"	"7.97e-01"	"-0.0606837"	""
"PH_hs_0033168"	"0.90501702"	"7.97e-01"	"0.0700431"	"DLX1"
"PH_hs_0034468"	"0.90501702"	"7.97e-01"	"0.0552504"	"LOC401180"
"PH_hs_0028249"	"0.90501702"	"7.97e-01"	"-0.0445546"	"RHOXF2"
"PH_hs_0011416"	"0.90501702"	"7.98e-01"	"-0.0578899"	"PLA2G4F"
"PH_hs_0005546"	"0.90501702"	"7.98e-01"	"-0.0768447"	"TMEM74"
"PH_hs_0042794"	"0.90501702"	"7.98e-01"	"-0.0835558"	"OR51F1"
"PH_hs_0017065"	"0.90501702"	"7.98e-01"	"-0.0917691"	""
"PH_hs_0061449"	"0.90501702"	"7.98e-01"	"-0.0583379"	"PARD3B"
"PH_hs_0043943"	"0.90501702"	"7.98e-01"	"0.0436824"	"PSMD12"
"PH_hs_0032984"	"0.90501702"	"7.98e-01"	"-0.094038"	"previous version conserved probe"
"PH_hs_0042931"	"0.90503376"	"7.98e-01"	"0.0485074"	"CEMP1"
"PH_hs_0047920"	"0.90511561"	"7.98e-01"	"0.0602451"	"FLT4"
"PH_hs_0004981"	"0.90511561"	"7.98e-01"	"-0.0524459"	"FRK"
"PH_hs_0016999"	"0.90511561"	"7.98e-01"	"0.0674273"	"ATP6V0E2"
"PH_hs_0036583"	"0.90517348"	"7.98e-01"	"-0.0485768"	"previous version conserved probe"
"PH_hs_0030249"	"0.90521031"	"7.98e-01"	"-0.1071753"	"SMARCE1"
"PH_hs_0047536"	"0.90538681"	"7.98e-01"	"-0.0761429"	"OPRM1"
"PH_hs_0031435"	"0.90538681"	"7.98e-01"	"0.1075567"	"LOC389023"
"PH_hs_0046591"	"0.90538681"	"7.98e-01"	"-0.0612609"	"previous version conserved probe"
"PH_hs_0003579"	"0.90538681"	"7.98e-01"	"-0.0545068"	"SULT1E1"
"PH_hs_0047505"	"0.90542254"	"7.98e-01"	"-0.0521055"	"REV1"
"PH_hs_0003367"	"0.90542254"	"7.98e-01"	"-0.0629362"	"C1orf87"
"PH_hs_0025047"	"0.90548022"	"7.98e-01"	"0.0639945"	"previous version conserved probe"
"PH_hs_0046753"	"0.90549288"	"7.98e-01"	"-0.0726384"	""
"PH_hs_0029007"	"0.90560165"	"7.99e-01"	"0.0519523"	"SUMO1|SUMO1P3"
"PH_hs_0006803"	"0.90567968"	"7.99e-01"	"-0.0740382"	"ARMC5"
"PH_hs_0004582"	"0.90577299"	"7.99e-01"	"0.0460341"	"KIAA0232"
"PH_hs_0047700"	"0.90577299"	"7.99e-01"	"-0.0567713"	"LGI2"
"PH_hs_0000095"	"0.90583406"	"7.99e-01"	"0.059632"	"HNRNPF"
"PH_hs_0032901"	"0.90583406"	"7.99e-01"	"-0.0637364"	"QRFPR"
"PH_hs_0045087"	"0.90589129"	"7.99e-01"	"-0.0564027"	"RGS3"
"PH_hs_0043572"	"0.90592199"	"7.99e-01"	"0.1009193"	"SNORA4"
"PH_hs_0023870"	"0.90592332"	"7.99e-01"	"-0.0574453"	"C20orf197"
"PH_hs_0013050"	"0.90592332"	"7.99e-01"	"-0.0439471"	"previous version conserved probe"
"PH_hs_0048899"	"0.90592421"	"7.99e-01"	"0.0542855"	"LRRIQ3"
"PH_hs_0023634"	"0.90600103"	"7.99e-01"	"-0.0473306"	"CCDC66"
"PH_hs_0006045"	"0.9060241"	"7.99e-01"	"-0.0476902"	"NENF"
"PH_hs_0061949"	"0.90605809"	"7.99e-01"	"0.0468782"	"OTUD4"
"PH_hs_0000987"	"0.90607352"	"7.99e-01"	"-0.0524906"	"PEAK1"
"PH_hs_0022189"	"0.90607352"	"7.99e-01"	"0.0911481"	"NCAM1"
"PH_hs_0045106"	"0.90607352"	"8.00e-01"	"0.0997275"	"UEVLD"
"PH_hs_0060305"	"0.90607352"	"8.00e-01"	"0.0490755"	"ZHX1-C8ORF76"
"PH_hs_0043816"	"0.90607352"	"8.00e-01"	"0.0617713"	"MAGI1"
"PH_hs_0061875"	"0.90607352"	"8.00e-01"	"-0.0498498"	"T"
"PH_hs_0003566"	"0.90607352"	"8.00e-01"	"0.0544333"	"TUB"
"PH_hs_0042811"	"0.90607352"	"8.00e-01"	"-0.0494159"	"OR14I1"
"PH_hs_0023125"	"0.90614463"	"8.00e-01"	"0.061648"	"GRIK1"
"PH_hs_0031927"	"0.90620185"	"8.00e-01"	"0.0529095"	"DERL3"
"PH_hs_0034260"	"0.90624749"	"8.00e-01"	"0.051505"	"ACTR2"
"PH_hs_0002866"	"0.90625722"	"8.00e-01"	"-0.0675798"	"STXBP4"
"PH_hs_0048121"	"0.90625722"	"8.00e-01"	"-0.0559296"	"FYB"
"PH_hs_0046324"	"0.90625722"	"8.00e-01"	"-0.0644159"	"ST6GALNAC3"
"PH_hs_0026096"	"0.90625722"	"8.00e-01"	"-0.0529104"	"YIF1A"
"PH_hs_0039715"	"0.90625722"	"8.00e-01"	"0.0640765"	"EIF2AK1"
"PH_hs_0031621"	"0.90625722"	"8.00e-01"	"-0.0721169"	"previous version conserved probe"
"PH_hs_0043086"	"0.90625722"	"8.00e-01"	"0.0965702"	"MARS"
"PH_hs_0045166"	"0.90625722"	"8.00e-01"	"-0.0466516"	"PDLIM2"
"PH_hs_0022971"	"0.90625722"	"8.00e-01"	"0.0520068"	"FGF20"
"PH_hs_0045643"	"0.90626103"	"8.00e-01"	"0.0502463"	"RPS4Y2"
"PH_hs_0019878"	"0.90633772"	"8.00e-01"	"-0.0729928"	"PCSK1N"
"PH_hs_0061800"	"0.9063873"	"8.00e-01"	"-0.0611924"	"ATP6V0A2"
"PH_hs_0046994"	"0.90639954"	"8.00e-01"	"0.0571529"	"previous version conserved probe"
"PH_hs_0048469"	"0.9064414"	"8.00e-01"	"-0.0501148"	"CATSPERB"
"PH_hs_0044966"	"0.90657092"	"8.01e-01"	"0.1320706"	"FAM86B3P"
"PH_hs_0013299"	"0.90660112"	"8.01e-01"	"0.0515526"	"PRG3"
"PH_hs_0046400"	"0.90664997"	"8.01e-01"	"0.1294419"	"previous version conserved probe"
"PH_hs_0046267"	"0.90664997"	"8.01e-01"	"-0.0472722"	"ZNF578"
"PH_hs_0026830"	"0.9066756"	"8.01e-01"	"-0.0664146"	"LOC101060829"
"PH_hs_0017482"	"0.9066756"	"8.01e-01"	"-0.1108939"	"KCNK10"
"PH_hs_0009985"	"0.90668001"	"8.01e-01"	"-0.0523289"	"CDHR5"
"PH_hs_0045755"	"0.90668001"	"8.01e-01"	"-0.051483"	"RBPJ"
"PH_hs_0016529"	"0.90668001"	"8.01e-01"	"0.049061"	"previous version conserved probe"
"PH_hs_0045052"	"0.90670896"	"8.01e-01"	"0.0493202"	"PHF14"
"PH_hs_0020223"	"0.90670896"	"8.01e-01"	"0.1263028"	""
"PH_hs_0033873"	"0.90670896"	"8.01e-01"	"-0.05335"	"ZNF890P"
"PH_hs_0002406"	"0.90670896"	"8.01e-01"	"-0.0669811"	"LNX2"
"PH_hs_0024556"	"0.90670896"	"8.01e-01"	"0.1282031"	"FAM135A"
"PH_hs_0035703"	"0.90670896"	"8.01e-01"	"-0.0502025"	"KLHL36"
"PH_hs_0062523"	"0.90673059"	"8.01e-01"	"0.0621082"	"LOC402269|LOC100287294"
"PH_hs_0016286"	"0.90673075"	"8.01e-01"	"0.0754095"	"CLVS1"
"PH_hs_0023556"	"0.90677559"	"8.01e-01"	"-0.0484737"	"C21orf91"
"PH_hs_0020218"	"0.90688619"	"8.01e-01"	"-0.0641701"	"NANOS2"
"PH_hs_0027709"	"0.90691265"	"8.01e-01"	"0.0531029"	"ADIPOQ"
"PH_hs_0061980"	"0.90691265"	"8.01e-01"	"0.0474543"	"MLLT10"
"PH_hs_0061176"	"0.90700011"	"8.02e-01"	"-0.0620447"	""
"PH_hs_0045303"	"0.90701739"	"8.02e-01"	"-0.0598762"	"LOC100129520"
"PH_hs_0005058"	"0.90701739"	"8.02e-01"	"0.0628726"	"ABCC3"
"PH_hs_0034938"	"0.90701739"	"8.02e-01"	"-0.0561703"	"SLFN14"
"PH_hs_0047443"	"0.90701739"	"8.02e-01"	"0.052048"	"CHL1"
"PH_hs_0044387"	"0.90702521"	"8.02e-01"	"0.0606368"	"ZIM2"
"PH_hs_0061648"	"0.90702521"	"8.02e-01"	"0.1133609"	"ALPL"
"PH_hs_0005493"	"0.90702521"	"8.02e-01"	"0.0629729"	"LOC339760"
"PH_hs_0060093"	"0.90710541"	"8.02e-01"	"0.0560166"	"SSX3"
"PH_hs_0023934"	"0.90724089"	"8.02e-01"	"-0.0921855"	"previous version conserved probe"
"PH_hs_0000170"	"0.90724089"	"8.02e-01"	"0.0959474"	"C6"
"PH_hs_0046365"	"0.90724089"	"8.02e-01"	"-0.0549748"	"EYS"
"PH_hs_0062245"	"0.90724134"	"8.02e-01"	"-0.0573448"	"PRAMEF1|PRAMEF13|PRAMEF14"
"PH_hs_0023787"	"0.90724134"	"8.02e-01"	"-0.0468207"	"MRPL3"
"PH_hs_0040175"	"0.90724134"	"8.02e-01"	"-0.0528685"	"IQCA1"
"PH_hs_0033962"	"0.9072748"	"8.02e-01"	"0.0628789"	"previous version conserved probe"
"PH_hs_0025950"	"0.90731677"	"8.02e-01"	"-0.0607296"	"POU2F1"
"PH_hs_0014676"	"0.90731677"	"8.02e-01"	"-0.0475922"	"GJA3"
"PH_hs_0045482"	"0.90731677"	"8.02e-01"	"0.057513"	"PCDHGB2"
"PH_hs_0000024"	"0.90731677"	"8.02e-01"	"0.0486027"	"PIGH"
"PH_hs_0046206"	"0.90731677"	"8.02e-01"	"0.1859097"	"KIRREL3"
"PH_hs_0043890"	"0.90731677"	"8.02e-01"	"0.0731536"	"C9orf131"
"PH_hs_0039748"	"0.90731677"	"8.03e-01"	"0.0582371"	"previous version conserved probe"
"PH_hs_0022299"	"0.90731677"	"8.03e-01"	"0.0638256"	"TDRD3"
"PH_hs_0060635"	"0.90731677"	"8.03e-01"	"0.0520415"	""
"PH_hs_0023741"	"0.90731677"	"8.03e-01"	"-0.0654186"	"PKP1"
"PH_hs_0060669"	"0.90731677"	"8.03e-01"	"0.0542323"	"PEX5"
"PH_hs_0025501"	"0.90731677"	"8.03e-01"	"0.0536973"	"SNX31"
"PH_hs_0032957"	"0.90731677"	"8.03e-01"	"0.0669882"	"ZBTB7C"
"PH_hs_0045637"	"0.90731677"	"8.03e-01"	"-0.0855063"	"MYOCD"
"PH_hs_0046967"	"0.90731677"	"8.03e-01"	"-0.0572006"	"C1RL-AS1"
"PH_hs_0018955"	"0.90731677"	"8.03e-01"	"-0.0555161"	"previous version conserved probe"
"PH_hs_0036433"	"0.90731677"	"8.03e-01"	"-0.0714119"	"previous version conserved probe"
"PH_hs_0026930"	"0.90731677"	"8.03e-01"	"-0.0417661"	"KRTAP2-4"
"PH_hs_0048572"	"0.90731677"	"8.03e-01"	"0.0555108"	"UBAP2L"
"PH_hs_0000509"	"0.90731677"	"8.03e-01"	"0.0822956"	"PCDH19"
"PH_hs_0012651"	"0.90733549"	"8.03e-01"	"0.0743643"	"SIX3"
"PH_hs_0049459"	"0.90733549"	"8.03e-01"	"-0.0443121"	"SPATA6L"
"PH_hs_0002147"	"0.90734966"	"8.03e-01"	"-0.0708362"	"CXCL14"
"PH_hs_0028507"	"0.90737665"	"8.03e-01"	"-0.0554039"	"previous version conserved probe"
"PH_hs_0017016"	"0.90737665"	"8.03e-01"	"-0.060461"	"previous version conserved probe"
"PH_hs_0014265"	"0.90737665"	"8.03e-01"	"-0.0713794"	"PLXNB1"
"PH_hs_0009748"	"0.90737665"	"8.03e-01"	"-0.0627253"	"LOC100507024"
"PH_hs_0005592"	"0.9074192"	"8.03e-01"	"-0.0681857"	"HOXB1"
"PH_hs_0006992"	"0.90742147"	"8.03e-01"	"-0.051842"	"KCNC4"
"PH_hs_0042022"	"0.90744675"	"8.03e-01"	"0.0528876"	"EMD"
"PH_hs_0014054"	"0.90747658"	"8.03e-01"	"-0.0431538"	"ZNF354C"
"PH_hs_0049698"	"0.90747658"	"8.03e-01"	"0.081244"	"CCDC58"
"PH_hs_0009994"	"0.90747658"	"8.03e-01"	"0.0717399"	"FAM83E"
"PH_hs_0045124"	"0.90747658"	"8.03e-01"	"0.0501439"	"ERAP1"
"PH_hs_0012693"	"0.90747658"	"8.03e-01"	"-0.0550235"	""
"PH_hs_0024991"	"0.90747658"	"8.03e-01"	"-0.0665186"	"SLC44A1"
"PH_hs_0042171"	"0.90747658"	"8.03e-01"	"0.0679398"	"HBM"
"PH_hs_0043683"	"0.90763702"	"8.04e-01"	"0.069656"	"DHPS"
"PH_hs_0061830"	"0.90782381"	"8.04e-01"	"-0.064528"	"SELPLG"
"PH_hs_0000898"	"0.9078838"	"8.04e-01"	"-0.0497354"	"CAMKK1"
"PH_hs_0003447"	"0.90793844"	"8.04e-01"	"0.0540162"	"TMEM132C"
"PH_hs_0033768"	"0.90794898"	"8.04e-01"	"-0.0680203"	"MS4A10"
"PH_hs_0024083"	"0.90794898"	"8.04e-01"	"-0.0490685"	"EHD3"
"PH_hs_0060654"	"0.90794898"	"8.04e-01"	"0.0551546"	"AMIGO2"
"PH_hs_0029911"	"0.90794898"	"8.04e-01"	"0.1452653"	"GSX2"
"PH_hs_0002690"	"0.9079519"	"8.04e-01"	"0.063181"	"FZD10"
"PH_hs_0030803"	"0.9079519"	"8.04e-01"	"-0.0814145"	"HIPK3"
"PH_hs_0018460"	"0.90795354"	"8.04e-01"	"0.0487627"	"previous version conserved probe"
"PH_hs_0045317"	"0.90798217"	"8.04e-01"	"-0.0536608"	"previous version conserved probe"
"PH_hs_0045433"	"0.90798217"	"8.04e-01"	"-0.0479674"	"LSS"
"PH_hs_0042986"	"0.90798217"	"8.04e-01"	"-0.0851047"	"TMEM14E"
"PH_hs_0019534"	"0.90805418"	"8.04e-01"	"0.0436909"	"P4HB"
"PH_hs_0023448"	"0.90822142"	"8.05e-01"	"-0.051624"	"GSK3B"
"PH_hs_0005113"	"0.90824867"	"8.05e-01"	"0.057491"	"PDK2"
"PH_hs_0015340"	"0.90826878"	"8.05e-01"	"0.0884754"	"KCNH7"
"PH_hs_0016798"	"0.90827969"	"8.05e-01"	"-0.0525562"	"previous version conserved probe"
"PH_hs_0048305"	"0.90832312"	"8.05e-01"	"0.0628302"	"AQR"
"PH_hs_0014105"	"0.90842556"	"8.05e-01"	"0.0517715"	"FGGY"
"PH_hs_0012858"	"0.90843804"	"8.05e-01"	"-0.0463587"	"DNAJB5"
"PH_hs_0020976"	"0.90843804"	"8.05e-01"	"0.0740584"	"previous version conserved probe"
"PH_hs_0027210"	"0.90867501"	"8.05e-01"	"-0.1151784"	"SLC12A2"
"PH_hs_0042884"	"0.90873286"	"8.05e-01"	"-0.0592591"	"CLPSL1"
"PH_hs_0024764"	"0.90873286"	"8.05e-01"	"0.0558413"	"CNTNAP1"
"PH_hs_0007738"	"0.90873286"	"8.05e-01"	"0.0532732"	"DYRK1B"
"PH_hs_0007539"	"0.9088185"	"8.05e-01"	"-0.0578509"	""
"PH_hs_0049286"	"0.90883421"	"8.05e-01"	"-0.0579002"	"EIF2S3"
"PH_hs_0036078"	"0.90894116"	"8.06e-01"	"-0.0508111"	"PLEKHG4B"
"PH_hs_0045218"	"0.90895512"	"8.06e-01"	"-0.0534582"	"PSMF1"
"PH_hs_0049535"	"0.90899203"	"8.06e-01"	"-0.0553993"	"SRD5A1|SRD5A1P1"
"PH_hs_0060593"	"0.90899203"	"8.06e-01"	"0.0550696"	""
"PH_hs_0007596"	"0.90899975"	"8.06e-01"	"-0.1042803"	"PI15"
"PH_hs_0033480"	"0.90899975"	"8.06e-01"	"-0.0546619"	"CILP"
"PH_hs_0034575"	"0.90899975"	"8.06e-01"	"0.0601423"	"IL17REL"
"PH_hs_0060735"	"0.90906246"	"8.06e-01"	"-0.0559265"	"ZDHHC8"
"PH_hs_0032293"	"0.90920589"	"8.06e-01"	"-0.0644729"	"previous version conserved probe"
"PH_hs_0043044"	"0.90920589"	"8.06e-01"	"-0.0471845"	"LINC00636"
"PH_hs_0031254"	"0.90920589"	"8.06e-01"	"0.048411"	"RAB7B"
"PH_hs_0022689"	"0.90925477"	"8.06e-01"	"-0.0596297"	"SIPA1L3"
"PH_hs_0045304"	"0.90925477"	"8.06e-01"	"-0.0640866"	"previous version conserved probe"
"PH_hs_0030387"	"0.90932807"	"8.06e-01"	"0.1578018"	"LOC285548"
"PH_hs_0061950"	"0.90935212"	"8.06e-01"	"-0.0464803"	"SUN1"
"PH_hs_0025772"	"0.90936308"	"8.06e-01"	"0.0660589"	"SAMD7"
"PH_hs_0040566"	"0.90936308"	"8.06e-01"	"0.0572015"	"TEX14"
"PH_hs_0062114"	"0.90936308"	"8.06e-01"	"-0.0478922"	"ACTB|LOC644936|POTEF"
"PH_hs_0000142"	"0.90936308"	"8.06e-01"	"0.0639702"	"TACR1"
"PH_hs_0014480"	"0.90937556"	"8.07e-01"	"0.0887176"	"LINC00488"
"PH_hs_0031584"	"0.90939117"	"8.07e-01"	"-0.0481648"	"C10orf82"
"PH_hs_0009827"	"0.90952075"	"8.07e-01"	"0.0719064"	"MMP27"
"PH_hs_0031950"	"0.90952118"	"8.07e-01"	"0.0491568"	"PON2"
"PH_hs_0034151"	"0.90958483"	"8.07e-01"	"-0.0542489"	"IFIT1B"
"PH_hs_0060303"	"0.90958483"	"8.07e-01"	"0.0576921"	"NBL1"
"PH_hs_0035026"	"0.90958483"	"8.07e-01"	"-0.0550556"	"previous version conserved probe"
"PH_hs_0029405"	"0.90958483"	"8.07e-01"	"0.0848056"	"previous version conserved probe"
"PH_hs_0022598"	"0.90964059"	"8.07e-01"	"-0.1470323"	"GLYAT"
"PH_hs_0018778"	"0.90964059"	"8.07e-01"	"-0.07117"	"previous version conserved probe"
"PH_hs_0011572"	"0.90964059"	"8.07e-01"	"-0.0660108"	"NUDCD1"
"PH_hs_0004696"	"0.90966685"	"8.07e-01"	"0.0464624"	"NR4A2"
"PH_hs_0013881"	"0.90974968"	"8.07e-01"	"-0.0571226"	"SLC16A10"
"PH_hs_0026406"	"0.90991925"	"8.07e-01"	"0.0416176"	"IL3RA"
"PH_hs_0020528"	"0.90991925"	"8.07e-01"	"-0.0513298"	"IDH3B"
"PH_hs_0039482"	"0.90998282"	"8.08e-01"	"0.0444506"	"previous version conserved probe"
"PH_hs_0022951"	"0.90998282"	"8.08e-01"	"0.0819"	"WBSCR17"
"PH_hs_0042328"	"0.90998282"	"8.08e-01"	"-0.0866218"	"CTSG"
"PH_hs_0048655"	"0.90998282"	"8.08e-01"	"-0.0417741"	"ADAM11"
"PH_hs_0031461"	"0.91007224"	"8.08e-01"	"-0.1532326"	"previous version conserved probe"
"PH_hs_0047367"	"0.91013668"	"8.08e-01"	"-0.0497894"	"ZNF710"
"PH_hs_0013123"	"0.91015733"	"8.08e-01"	"-0.0633187"	"LY6G6E"
"PH_hs_0045654"	"0.91020433"	"8.08e-01"	"-0.0568536"	"KRTAP5-8"
"PH_hs_0011809"	"0.91031972"	"8.08e-01"	"0.0578359"	"LINC00284"
"PH_hs_0048176"	"0.91031972"	"8.08e-01"	"-0.0608304"	"ST3GAL2"
"PH_hs_0034067"	"0.91031972"	"8.08e-01"	"-0.0834889"	"FLJ27255"
"PH_hs_0032394"	"0.91031972"	"8.08e-01"	"-0.0481132"	"TUBD1"
"PH_hs_0026806"	"0.91034894"	"8.08e-01"	"0.1260695"	"BPESC1"
"PH_hs_0025295"	"0.91042409"	"8.08e-01"	"-0.055196"	"KRT13"
"PH_hs_0036047"	"0.91042409"	"8.08e-01"	"-0.1419304"	"SPIN3"
"PH_hs_0004223"	"0.91042409"	"8.08e-01"	"0.0586877"	"GRPR"
"PH_hs_0044732"	"0.91046519"	"8.08e-01"	"-0.0591344"	"CFH"
"PH_hs_0025507"	"0.91046519"	"8.08e-01"	"-0.0550271"	"FOXC2"
"PH_hs_0002934"	"0.91051074"	"8.09e-01"	"-0.0655304"	"FGF5"
"PH_hs_0025662"	"0.91051074"	"8.09e-01"	"-0.0665505"	"ZNF501"
"PH_hs_0061582"	"0.91058161"	"8.09e-01"	"0.0557023"	""
"PH_hs_0019301"	"0.91059239"	"8.09e-01"	"-0.0557171"	"MIP"
"PH_hs_0047076"	"0.91062777"	"8.09e-01"	"-0.0608499"	""
"PH_hs_0060461"	"0.91065861"	"8.09e-01"	"0.0527273"	"FRMD3"
"PH_hs_0031871"	"0.91068838"	"8.09e-01"	"-0.0617173"	"C1orf227"
"PH_hs_0011437"	"0.91068838"	"8.09e-01"	"-0.0499087"	""
"PH_hs_0014199"	"0.91068838"	"8.09e-01"	"-0.0453435"	""
"PH_hs_0020341"	"0.91068838"	"8.09e-01"	"0.067862"	"LOC339666"
"PH_hs_0046681"	"0.91068838"	"8.09e-01"	"-0.068333"	"FLJ42393"
"PH_hs_0019633"	"0.91068838"	"8.09e-01"	"-0.0585646"	"LINC00330"
"PH_hs_0031050"	"0.91068838"	"8.09e-01"	"0.047823"	"SLC41A1"
"PH_hs_0034635"	"0.91068838"	"8.09e-01"	"0.0599244"	"RGS9BP"
"PH_hs_0001092"	"0.91068838"	"8.09e-01"	"-0.0546179"	"UBE2R2"
"PH_hs_0046726"	"0.91068838"	"8.09e-01"	"-0.0766687"	""
"PH_hs_0028411"	"0.910716"	"8.09e-01"	"0.0739995"	"RNF185"
"PH_hs_0014941"	"0.91075225"	"8.09e-01"	"0.0411434"	"THOC7"
"PH_hs_0035080"	"0.91089134"	"8.09e-01"	"-0.0541058"	"previous version conserved probe"
"PH_hs_0011155"	"0.91096383"	"8.09e-01"	"0.0788892"	"TMEM176B"
"PH_hs_0060838"	"0.91097706"	"8.09e-01"	"0.1753307"	"KCNMB4"
"PH_hs_0043947"	"0.91099123"	"8.10e-01"	"0.0515977"	"ADAM3A"
"PH_hs_0044656"	"0.91099123"	"8.10e-01"	"-0.0557219"	"GHRHR"
"PH_hs_0031287"	"0.91099123"	"8.10e-01"	"-0.0491346"	"previous version conserved probe"
"PH_hs_0061127"	"0.91101944"	"8.10e-01"	"0.056045"	"FBXW8"
"PH_hs_0026972"	"0.91101944"	"8.10e-01"	"0.0499285"	"LOC285692"
"PH_hs_0032732"	"0.91101944"	"8.10e-01"	"0.2236903"	"TPRG1"
"PH_hs_0042183"	"0.91108181"	"8.10e-01"	"-0.0669195"	"CCDC65"
"PH_hs_0007816"	"0.91108181"	"8.10e-01"	"0.045772"	"previous version conserved probe"
"PH_hs_0045007"	"0.91108181"	"8.10e-01"	"0.0525128"	"CKMT1B"
"PH_hs_0028891"	"0.91108181"	"8.10e-01"	"-0.0885191"	"FEM1C"
"PH_hs_0023667"	"0.91108181"	"8.10e-01"	"0.0421121"	"CDS2"
"PH_hs_0017293"	"0.91123344"	"8.10e-01"	"-0.0845291"	"ZXDC"
"PH_hs_0046724"	"0.91139178"	"8.10e-01"	"-0.0892504"	"previous version conserved probe"
"PH_hs_0045462"	"0.91141304"	"8.10e-01"	"-0.0575429"	"previous version conserved probe"
"PH_hs_0032988"	"0.91142256"	"8.10e-01"	"-0.0697983"	"previous version conserved probe"
"PH_hs_0062063"	"0.91142256"	"8.10e-01"	"0.0603276"	"OR10G8|OR10G7|OR10G4|OR10G9"
"PH_hs_0037525"	"0.91142256"	"8.10e-01"	"-0.0618313"	"PRLHR"
"PH_hs_0061523"	"0.91142256"	"8.10e-01"	"0.0611485"	"IL18R1"
"PH_hs_0044481"	"0.91142256"	"8.10e-01"	"0.0902923"	"IFT81"
"PH_hs_0001024"	"0.91142256"	"8.10e-01"	"-0.0791368"	"RMDN2"
"PH_hs_0000649"	"0.91142256"	"8.10e-01"	"0.0470141"	"GIPC1"
"PH_hs_0009186"	"0.91144664"	"8.11e-01"	"-0.0803263"	"GBAS"
"PH_hs_0023353"	"0.91144664"	"8.11e-01"	"-0.0517783"	"EP300"
"PH_hs_0042761"	"0.91144664"	"8.11e-01"	"-0.0726098"	"NKAIN3"
"PH_hs_0026529"	"0.91144664"	"8.11e-01"	"0.0986827"	"previous version conserved probe"
"PH_hs_0000993"	"0.91152213"	"8.11e-01"	"0.0444039"	"PRCC"
"PH_hs_0060073"	"0.91152213"	"8.11e-01"	"-0.0576367"	"TMEM239"
"PH_hs_0033461"	"0.91152213"	"8.11e-01"	"-0.0536227"	"LOC100653309|PI4KAP2|PI4KA"
"PH_hs_0046656"	"0.91157777"	"8.11e-01"	"0.0541111"	"previous version conserved probe"
"PH_hs_0038093"	"0.9115933"	"8.11e-01"	"-0.0591305"	"previous version conserved probe"
