"ID"	"adj.P.Val"	"P.Value"	"logFC"	"Gene.symbol"
"206029_at"	"0.799"	"0.0000606"	"3.29"	"ANKRD1"
"244403_at"	"0.799"	"0.0001181"	"3.33"	"CRB1"
"223047_at"	"0.799"	"0.0001853"	"-2.29"	"CMTM6"
"212446_s_at"	"0.799"	"0.0002805"	"-2.22"	"CERS6"
"228284_at"	"0.799"	"0.0002883"	"2.05"	"TLE1"
"217947_at"	"0.799"	"0.0003521"	"-2.09"	"CMTM6"
"220342_x_at"	"0.799"	"0.0003659"	"-2.00"	"EDEM3"
"235944_at"	"0.799"	"0.0003899"	"1.88"	"HMCN1"
"1569582_at"	"0.799"	"0.0003946"	"2.91"	"AADACP1"
"212442_s_at"	"0.799"	"0.0003969"	"-1.84"	"CERS6"
"1553976_a_at"	"0.799"	"0.0003971"	"1.84"	"DPCD"
"214079_at"	"0.799"	"0.0004358"	"2.14"	"DHRS2"
"213558_at"	"0.799"	"0.0004371"	"1.81"	"PCLO"
"240089_at"	"0.799"	"0.0004475"	"-1.97"	""
"212195_at"	"0.799"	"0.0004602"	"-1.79"	"IL6ST"
"201667_at"	"0.799"	"0.0004846"	"-1.74"	"GJA1"
"1558501_at"	"0.799"	"0.0004897"	"2.08"	"DNM3"
"211749_s_at"	"0.799"	"0.0004959"	"-1.73"	"VAMP3"
"201337_s_at"	"0.799"	"0.0005325"	"-1.70"	"VAMP3"
"223243_s_at"	"0.799"	"0.0005395"	"-1.69"	"EDEM3"
"206239_s_at"	"0.799"	"0.0005713"	"2.33"	"SPINK1"
"212526_at"	"0.799"	"0.0005992"	"-2.04"	"SPG20"
"201109_s_at"	"0.799"	"0.0006161"	"1.64"	"THBS1"
"210732_s_at"	"0.799"	"0.0006327"	"1.76"	"LGALS8"
"225239_at"	"0.799"	"0.0006708"	"-2.57"	"MIR612///NEAT1"
"228149_at"	"0.799"	"0.000682"	"-2.48"	"BMT2"
"201336_at"	"0.799"	"0.00078"	"-1.81"	"VAMP3"
"226789_at"	"0.799"	"0.0008203"	"-1.50"	"EMB"
"226009_at"	"0.799"	"0.0008386"	"1.51"	"DPCD"
"226302_at"	"0.799"	"0.0008424"	"1.49"	"ATP8B1"
"219582_at"	"0.799"	"0.0008655"	"1.48"	"OGFRL1"
"243198_at"	"0.799"	"0.0008711"	"1.50"	"TEX9"
"226992_at"	"0.799"	"0.0008953"	"1.74"	"NOSTRIN"
"59437_at"	"0.799"	"0.0009283"	"1.46"	"C9orf116"
"220926_s_at"	"0.799"	"0.0009302"	"-2.01"	"EDEM3"
"208644_at"	"0.799"	"0.0009471"	"-1.52"	"PARP1"
"241968_at"	"0.799"	"0.0010187"	"-1.43"	"ABHD18"
"235512_at"	"0.799"	"0.0010273"	"1.42"	"CDKL1"
"212474_at"	"0.799"	"0.0010524"	"-1.49"	"AVL9"
"1560286_s_at"	"0.799"	"0.0010658"	"1.42"	"LOC101928955"
"205289_at"	"0.799"	"0.001129"	"1.40"	"BMP2"
"209230_s_at"	"0.799"	"0.0011308"	"1.68"	"NUPR1"
"222951_s_at"	"0.799"	"0.0011326"	"1.47"	"ANKEF1"
"233504_at"	"0.799"	"0.0011393"	"1.97"	"C9orf84"
"207717_s_at"	"0.799"	"0.0011455"	"1.42"	"PKP2"
"243179_at"	"0.799"	"0.0011567"	"1.41"	"LOC101928433"
"202133_at"	"0.799"	"0.0011774"	"-1.52"	"WWTR1"
"234989_at"	"0.799"	"0.0011775"	"-2.82"	"MIR612///NEAT1"
"202543_s_at"	"0.799"	"0.0011786"	"-1.36"	"GMFB"
"201981_at"	"0.799"	"0.001188"	"1.40"	"PAPPA"
"236543_at"	"0.799"	"0.0012013"	"1.60"	""
"208788_at"	"0.799"	"0.001217"	"-1.40"	"ELOVL5"
"220921_at"	"0.799"	"0.0012309"	"1.55"	"SPANXB1"
"206343_s_at"	"0.799"	"0.0012422"	"1.50"	"NRG1"
"1552716_at"	"0.799"	"0.0012424"	"1.34"	"SPEF2"
"1554019_s_at"	"0.799"	"0.0012523"	"-1.33"	"CEP57L1"
"220407_s_at"	"0.799"	"0.0012616"	"1.47"	"TGFB2"
"220922_s_at"	"0.799"	"0.0012663"	"1.33"	"SPANXA2///SPANXB1///SPANXC///SPANXA1"
"208180_s_at"	"0.799"	"0.0012843"	"1.80"	"HIST1H4H"
"227088_at"	"0.799"	"0.0012984"	"1.39"	"PDE5A"
"226485_at"	"0.799"	"0.0013003"	"-1.89"	"LOC101928274///VSIG10"
"227369_at"	"0.799"	"0.0013066"	"-1.66"	"SERBP1"
"204863_s_at"	"0.799"	"0.001338"	"-1.32"	"IL6ST"
"206569_at"	"0.799"	"0.0013807"	"1.41"	"IL24"
"211756_at"	"0.799"	"0.0013852"	"1.44"	"PTHLH"
"205832_at"	"0.799"	"0.0013889"	"1.37"	"CPA4"
"235733_at"	"0.799"	"0.0014255"	"1.33"	"GXYLT2"
"231319_x_at"	"0.799"	"0.0014279"	"1.30"	"KIF9"
"222712_s_at"	"0.799"	"0.001437"	"1.41"	"MUC13"
"223427_s_at"	"0.799"	"0.0014399"	"1.29"	"EPB41L4B"
"219934_s_at"	"0.799"	"0.0014411"	"1.28"	"SULT1E1"
"220173_at"	"0.799"	"0.0014449"	"1.37"	"BBOF1"
"204435_at"	"0.799"	"0.0014486"	"-1.36"	"NUP58"
"221946_at"	"0.799"	"0.0014555"	"1.32"	"C9orf116"
"206306_at"	"0.799"	"0.0014567"	"1.32"	"RYR3"
"220144_s_at"	"0.799"	"0.0014613"	"1.65"	"ANKEF1"
"221773_at"	"0.799"	"0.0014719"	"-1.33"	"ELK3"
"212143_s_at"	"0.799"	"0.0014801"	"1.82"	"IGFBP3"
"219926_at"	"0.799"	"0.0015215"	"1.26"	"POPDC3"
"224394_at"	"0.799"	"0.0015325"	"1.26"	"RNF7"
"224944_at"	"0.799"	"0.0015742"	"-1.44"	"TMPO"
"224452_s_at"	"0.799"	"0.0016011"	"-1.66"	"FAM220A"
"201110_s_at"	"0.799"	"0.0016042"	"1.38"	"THBS1"
"218687_s_at"	"0.799"	"0.0016074"	"1.44"	"MUC13"
"241376_at"	"0.799"	"0.0016399"	"-1.25"	""
"235278_at"	"0.799"	"0.001646"	"1.24"	"MACROD2"
"204363_at"	"0.799"	"0.0016551"	"1.27"	"F3"
"225056_at"	"0.799"	"0.0017466"	"1.28"	"SIPA1L2"
"241713_s_at"	"0.799"	"0.0017514"	"1.95"	"DYX1C1-CCPG1///DYX1C1"
"204855_at"	"0.799"	"0.0017516"	"1.58"	"SERPINB5"
"215358_x_at"	"0.799"	"0.001755"	"1.22"	"ZNF37BP"
"239028_at"	"0.799"	"0.0017595"	"1.24"	"LYPD6"
"227461_at"	"0.799"	"0.0017616"	"1.22"	"STON2"
"227062_at"	"0.799"	"0.0017906"	"-2.87"	"MIR612///NEAT1"
"209781_s_at"	"0.799"	"0.0018098"	"1.20"	"KHDRBS3"
"206084_at"	"0.799"	"0.001812"	"2.10"	"PTPRR"
"1552970_s_at"	"0.799"	"0.0018221"	"1.31"	"ZMYM6"
"202059_s_at"	"0.799"	"0.0018342"	"-1.34"	"KPNA1"
"221561_at"	"0.799"	"0.0018431"	"-1.41"	"SOAT1"
"219501_at"	"0.799"	"0.001845"	"1.34"	"ENOX1"
"219764_at"	"0.799"	"0.0018459"	"-1.74"	"FZD10"
"205624_at"	"0.799"	"0.0018797"	"1.61"	"CPA3"
"230251_at"	"0.799"	"0.0019086"	"1.20"	"LINC00473"
"202132_at"	"0.799"	"0.0019264"	"-1.21"	"WWTR1"
"225083_at"	"0.799"	"0.0019397"	"-1.34"	"GTF3C6"
"238740_at"	"0.799"	"0.0020001"	"1.18"	"PTGES3L"
"228121_at"	"0.799"	"0.0020051"	"1.31"	"TGFB2"
"221478_at"	"0.799"	"0.0020173"	"-2.61"	"BNIP3L"
"221601_s_at"	"0.799"	"0.0020295"	"1.73"	"FCMR"
"204682_at"	"0.799"	"0.0020477"	"-1.28"	"LTBP2"
"219938_s_at"	"0.799"	"0.0020635"	"1.28"	"PSTPIP2"
"227236_at"	"0.799"	"0.002074"	"1.21"	"TSPAN2"
"224653_at"	"0.799"	"0.0020902"	"-1.38"	"EIF4EBP2"
"235457_at"	"0.799"	"0.0020952"	"-1.19"	"MAML2"
"235086_at"	"0.799"	"0.0021019"	"1.21"	"THBS1"
"226685_at"	"0.799"	"0.0021179"	"-1.15"	"SNTB2"
"206170_at"	"0.799"	"0.0021438"	"1.15"	"ADRB2"
"244661_at"	"0.799"	"0.0021529"	"-2.50"	"SOAT1"
"237435_at"	"0.799"	"0.002155"	"1.39"	""
"241759_at"	"0.799"	"0.0021814"	"1.33"	"KCNK15-AS1"
"228429_x_at"	"0.799"	"0.0021817"	"1.14"	"KIF9"
"222549_at"	"0.799"	"0.0021857"	"1.24"	"CLDN1"
"224650_at"	"0.799"	"0.002202"	"1.42"	"MAL2"
"212792_at"	"0.799"	"0.0022195"	"-1.20"	"DPY19L1"
"202796_at"	"0.799"	"0.0022561"	"1.13"	"SYNPO"
"219450_at"	"0.799"	"0.00226"	"1.42"	"C4orf19"
"241198_s_at"	"0.799"	"0.0022602"	"1.42"	"C11orf70"
"219629_at"	"0.799"	"0.0022696"	"1.28"	"FAM118A"
"225950_at"	"0.799"	"0.0022783"	"-1.20"	"SAMD8"
"237400_at"	"0.799"	"0.0022921"	"1.12"	"ATP5S"
"201538_s_at"	"0.799"	"0.002301"	"1.28"	"DUSP3"
"228441_s_at"	"0.799"	"0.0023012"	"1.12"	""
"242463_x_at"	"0.799"	"0.0023067"	"1.14"	"ZNF600"
"220468_at"	"0.799"	"0.0023068"	"2.27"	"ARL14"
"237227_at"	"0.799"	"0.0023543"	"1.51"	"NEK10"
"226641_at"	"0.799"	"0.0024679"	"-1.42"	"ANKRD44"
"212964_at"	"0.799"	"0.0024764"	"1.45"	"HIC2"
"229070_at"	"0.799"	"0.0024922"	"1.18"	"ADTRP"
"235498_at"	"0.799"	"0.0025282"	"1.23"	"LRRIQ3"
"208257_x_at"	"0.799"	"0.0025532"	"1.10"	"PSG1"
"205132_at"	"0.799"	"0.0025635"	"1.62"	"ACTC1"
"227584_at"	"0.799"	"0.0025763"	"-1.20"	"NAV1"
"213158_at"	"0.799"	"0.0025931"	"-1.09"	"ZBTB20"
"1554195_a_at"	"0.799"	"0.0026041"	"2.51"	"C5orf46"
"224772_at"	"0.799"	"0.002608"	"-1.09"	"NAV1"
"228129_at"	"0.799"	"0.0026119"	"-1.26"	"SERBP1"
"203407_at"	"0.799"	"0.0026137"	"1.19"	"PPL"
"218793_s_at"	"0.799"	"0.0026491"	"-1.08"	"SCML1"
"203908_at"	"0.799"	"0.0026693"	"-1.79"	"SLC4A4"
"205767_at"	"0.799"	"0.0026881"	"1.69"	"EREG"
"202847_at"	"0.799"	"0.0027176"	"1.08"	"PCK2"
"208737_at"	"0.799"	"0.0027661"	"-1.10"	"ATP6V1G1"
"225229_at"	"0.799"	"0.0027833"	"-1.16"	"AFF4"
"222751_at"	"0.799"	"0.0027851"	"-1.09"	"HERPUD2"
"225902_at"	"0.799"	"0.002804"	"-1.10"	"PPIG"
"225159_s_at"	"0.799"	"0.0028187"	"-1.14"	"ELK4"
"225048_at"	"0.799"	"0.0028277"	"-1.28"	"PHF10"
"239823_at"	"0.799"	"0.0028301"	"1.35"	"LOC101927841"
"204666_s_at"	"0.799"	"0.0028385"	"1.12"	"SIKE1"
"201141_at"	"0.799"	"0.0028489"	"1.06"	"GPNMB"
"224811_at"	"0.799"	"0.0028684"	"-1.36"	"LPP"
"227107_at"	"0.799"	"0.0028706"	"-1.13"	"PANX1"
"203217_s_at"	"0.799"	"0.0029308"	"-1.07"	"ST3GAL5"
"213353_at"	"0.799"	"0.0029466"	"1.15"	"ABCA5"
"203413_at"	"0.799"	"0.0029597"	"1.06"	"NELL2"
"211732_x_at"	"0.799"	"0.0029766"	"1.05"	"HNMT"
"201279_s_at"	"0.799"	"0.0029787"	"1.19"	"LOC101926921///DAB2"
"226697_at"	"0.799"	"0.002989"	"1.19"	"FAM114A1"
"201280_s_at"	"0.799"	"0.0030066"	"1.07"	"LOC101926921///DAB2"
"223791_at"	"0.799"	"0.0030247"	"1.04"	"FAM27B///FAM27C"
"1559929_at"	"0.799"	"0.0030269"	"1.85"	"LINC01186"
"219993_at"	"0.799"	"0.0030278"	"1.48"	"SOX17"
"235981_at"	"0.799"	"0.0031178"	"1.43"	"C8orf22"
"209587_at"	"0.799"	"0.0031219"	"1.26"	"PITX1"
"228575_at"	"0.799"	"0.0031242"	"1.26"	"IL20RB"
"204971_at"	"0.799"	"0.0031251"	"2.64"	"CSTA"
"229182_at"	"0.799"	"0.0031382"	"1.06"	"MIR4723///TMEM199"
"208906_at"	"0.799"	"0.0031388"	"1.02"	"HNRNPUL2-BSCL2///BSCL2"
"241503_at"	"0.799"	"0.0031519"	"1.03"	"FAM81A"
"226532_at"	"0.799"	"0.00318"	"-1.88"	"LZIC"
"222812_s_at"	"0.799"	"0.0031855"	"1.02"	"RHOF"
"204702_s_at"	"0.799"	"0.0032117"	"1.03"	"NFE2L3"
"205239_at"	"0.799"	"0.0032172"	"2.09"	"AREG"
"236657_at"	"0.799"	"0.0032373"	"1.04"	"LOC100288911"
"235921_at"	"0.799"	"0.0032435"	"1.17"	"LOC102723721"
"228370_at"	"0.799"	"0.0032601"	"-1.02"	"LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///IPW"
"223611_s_at"	"0.799"	"0.0032607"	"1.61"	"LNX1"
"235745_at"	"0.799"	"0.0032665"	"1.42"	"ERN1"
"205792_at"	"0.799"	"0.0032829"	"1.31"	"WISP2"
"212632_at"	"0.799"	"0.0033128"	"1.11"	"STX7"
"232216_at"	"0.799"	"0.0033415"	"1.05"	"YME1L1"
"236283_x_at"	"0.799"	"0.0033603"	"-1.01"	"LOC646214"
"210095_s_at"	"0.799"	"0.0033681"	"1.73"	"IGFBP3"
"235965_at"	"0.799"	"0.0033815"	"1.30"	"BHLHA15"
"205411_at"	"0.799"	"0.0034327"	"1.11"	"STK4"
"225438_at"	"0.799"	"0.0034394"	"1.27"	"NUDCD1"
"220161_s_at"	"0.799"	"0.0034503"	"1.15"	"EPB41L4B"
"231990_at"	"0.799"	"0.0034533"	"1.35"	"MIR6125///USP15"
"202149_at"	"0.799"	"0.0034719"	"1.22"	"NEDD9"
"1555886_at"	"0.799"	"0.0034734"	"1.12"	"PDSS2"
"243907_at"	"0.799"	"0.0035147"	"-1.19"	"GREB1L"
"229523_at"	"0.799"	"0.0035344"	"9.96e-01"	"TMEM200C"
"210650_s_at"	"0.799"	"0.003566"	"1.48"	"PCLO"
"206510_at"	"0.799"	"0.003615"	"1.06"	"SIX2"
"204796_at"	"0.799"	"0.0036176"	"1.96"	"EML1"
"201147_s_at"	"0.799"	"0.0036193"	"1.25"	"TIMP3"
"201058_s_at"	"0.799"	"0.0036379"	"1.02"	"MYL9"
"202056_at"	"0.799"	"0.0036466"	"-1.39"	"KPNA1"
"226229_s_at"	"0.799"	"0.0036644"	"1.11"	"SSU72"
"235260_s_at"	"0.799"	"0.0036878"	"9.78e-01"	"PACRGL"
"205381_at"	"0.799"	"0.0037032"	"-2.42"	"LRRC17"
"202422_s_at"	"0.799"	"0.0037075"	"-1.48"	"ACSL4"
"213741_s_at"	"0.799"	"0.0037216"	"-1.20"	"KPNA1"
"201524_x_at"	"0.799"	"0.0037271"	"-9.84e-01"	"UBE2N"
"210675_s_at"	"0.799"	"0.0037412"	"2.00"	"PTPRR"
"225986_x_at"	"0.799"	"0.0037478"	"-9.75e-01"	"CPSF2"
"215489_x_at"	"0.799"	"0.0037577"	"-1.26"	"HOMER3"
"219636_s_at"	"0.799"	"0.0038349"	"9.93e-01"	"ARMC9"
"244881_at"	"0.799"	"0.0038391"	"9.68e-01"	"LMLN"
"233035_at"	"0.799"	"0.0038411"	"-9.66e-01"	""
"206875_s_at"	"0.799"	"0.0038677"	"-9.76e-01"	"SLK"
"1569555_at"	"0.799"	"0.003868"	"1.58"	"GDA"
"224938_at"	"0.799"	"0.0038853"	"-1.06"	"NUFIP2"
"238765_at"	"0.799"	"0.0038949"	"-1.39"	"ATP6V1G1"
"235899_at"	"0.799"	"0.0038956"	"9.79e-01"	"LOC100507258///CA13"
"201150_s_at"	"0.799"	"0.0039059"	"1.27"	"TIMP3"
"219973_at"	"0.799"	"0.0039078"	"9.61e-01"	"ARSJ"
"209610_s_at"	"0.799"	"0.0039219"	"9.86e-01"	"SLC1A4"
"225045_at"	"0.799"	"0.0040295"	"-1.07"	"CCDC88A"
"213385_at"	"0.799"	"0.0040444"	"1.10"	"CHN2"
"241924_at"	"0.799"	"0.0040456"	"9.52e-01"	""
"213880_at"	"0.799"	"0.0040621"	"1.02"	"LGR5"
"214455_at"	"0.799"	"0.0040666"	"1.01"	"HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG"
"202822_at"	"0.799"	"0.0040842"	"-9.78e-01"	"LPP"
"231270_at"	"0.799"	"0.0041215"	"9.47e-01"	"LOC100507258///CA13"
"232653_at"	"0.799"	"0.0041225"	"-9.51e-01"	""
"209904_at"	"0.799"	"0.0041297"	"1.24"	"TNNC1"
"228329_at"	"0.799"	"0.0041509"	"1.34"	"DAB1"
"208877_at"	"0.799"	"0.0041668"	"-9.73e-01"	"PAK2"
"229534_at"	"0.799"	"0.0041678"	"9.46e-01"	"ACOT4"
"224839_s_at"	"0.799"	"0.0041692"	"1.10"	"GPT2"
"218847_at"	"0.799"	"0.0041729"	"9.86e-01"	"IGF2BP2"
"205945_at"	"0.799"	"0.0041849"	"1.14"	"IL6R"
"242963_at"	"0.799"	"0.0041945"	"9.42e-01"	"SGMS2"
"226869_at"	"0.799"	"0.004206"	"1.12"	"MEGF6"
"228438_at"	"0.799"	"0.0042612"	"9.48e-01"	"MSC-AS1"
"228567_at"	"0.799"	"0.0042625"	"-1.00"	"GAN"
"229635_at"	"0.799"	"0.0042663"	"9.37e-01"	"LINC01094"
"230795_at"	"0.799"	"0.0042796"	"1.08"	""
"236849_at"	"0.799"	"0.0042818"	"1.07"	"VTI1A"
"211177_s_at"	"0.799"	"0.0043"	"9.66e-01"	"TXNRD2"
"1566342_at"	"0.799"	"0.0043113"	"9.36e-01"	"SOD2"
"212631_at"	"0.799"	"0.0043274"	"9.33e-01"	"STX7"
"223599_at"	"0.799"	"0.0043457"	"9.33e-01"	"TRIM6"
"230133_at"	"0.799"	"0.0043626"	"9.35e-01"	"RC3H2"
"201698_s_at"	"0.799"	"0.0043873"	"-9.29e-01"	"GATC///SRSF9"
"218292_s_at"	"0.799"	"0.004416"	"9.88e-01"	"PRKAG2"
"205466_s_at"	"0.799"	"0.0044274"	"2.46"	"HS3ST1"
"230123_at"	"0.799"	"0.004444"	"1.02"	"NECAP2"
"1552496_a_at"	"0.799"	"0.0044595"	"1.44"	"COBL"
"223475_at"	"0.799"	"0.0044788"	"1.04"	"CRISPLD1"
"1554114_s_at"	"0.799"	"0.0044849"	"1.18"	"SSH2"
"228242_at"	"0.799"	"0.0044909"	"-1.32"	"N4BP2"
"1563649_at"	"0.799"	"0.0044913"	"-9.55e-01"	""
"1556769_a_at"	"0.799"	"0.0045256"	"9.55e-01"	"LOC105371967"
"206101_at"	"0.799"	"0.0045344"	"1.05"	"ECM2"
"230134_s_at"	"0.799"	"0.0045363"	"1.18"	"RC3H2"
"231824_at"	"0.799"	"0.0045552"	"9.52e-01"	"LARP1B"
"1565821_at"	"0.799"	"0.0045553"	"-9.22e-01"	""
"222747_s_at"	"0.799"	"0.0045833"	"-1.03"	"SCML1"
"215081_at"	"0.799"	"0.0046037"	"1.09"	"KIAA1024"
"225994_at"	"0.799"	"0.0046102"	"-9.22e-01"	"CPSF2"
"204948_s_at"	"0.799"	"0.0046151"	"1.32"	"FST"
"235107_at"	"0.799"	"0.0046219"	"-9.18e-01"	"PIAS2"
"226711_at"	"0.799"	"0.0046254"	"-1.07"	"FOXN2"
"226084_at"	"0.799"	"0.0046261"	"1.19"	"MAP1B"
"212621_at"	"0.799"	"0.0046389"	"-1.29"	"NEMP1"
"222450_at"	"0.799"	"0.0046558"	"-9.78e-01"	"PMEPA1"
"226081_at"	"0.799"	"0.0046699"	"-1.18"	"LZIC"
"226370_at"	"0.799"	"0.0046777"	"-9.63e-01"	"KLHL15"
"218739_at"	"0.799"	"0.00469"	"1.02"	"ABHD5"
"202732_at"	"0.799"	"0.0046901"	"1.12"	"PKIG"
"235273_at"	"0.799"	"0.0047714"	"1.84"	"DYX1C1"
"218547_at"	"0.799"	"0.0047754"	"9.34e-01"	"DHDDS"
"214231_s_at"	"0.799"	"0.0047974"	"9.19e-01"	"VWA8"
"205807_s_at"	"0.799"	"0.0048268"	"1.02"	"TUFT1"
"207501_s_at"	"0.799"	"0.0048436"	"9.03e-01"	"FGF12"
"212687_at"	"0.799"	"0.0048456"	"-9.09e-01"	"LIMS4///LIMS3///LIMS1"
"223159_s_at"	"0.799"	"0.0048551"	"9.42e-01"	"NEK6"
"225661_at"	"0.799"	"0.0048726"	"-2.47"	"IFNAR1"
"212192_at"	"0.799"	"0.0049367"	"1.07"	"KCTD12"
"226625_at"	"0.799"	"0.0049377"	"-9.03e-01"	"TGFBR3"
"217966_s_at"	"0.799"	"0.0049945"	"1.23"	"FAM129A"
"221479_s_at"	"0.799"	"0.0049952"	"-8.96e-01"	"BNIP3L"
"226833_at"	"0.799"	"0.0050037"	"1.10"	"CYB5D1"
"224367_at"	"0.799"	"0.0050238"	"1.13"	"BEX2"
"206683_at"	"0.799"	"0.0050274"	"9.88e-01"	"ZNF165"
"225008_at"	"0.799"	"0.0050311"	"-9.11e-01"	"ASPH"
"1553574_at"	"0.799"	"0.0050403"	"-1.14"	"IFNE"
"227326_at"	"0.799"	"0.0050485"	"-9.72e-01"	"MXRA7"
"201523_x_at"	"0.799"	"0.0050592"	"-9.14e-01"	"UBE2N"
"227757_at"	"0.799"	"0.0050631"	"9.32e-01"	"CUL4A"
"237206_at"	"0.799"	"0.0050713"	"1.10"	"MYOCD"
"225796_at"	"0.799"	"0.0051026"	"-1.08"	"PXK"
"227442_at"	"0.799"	"0.0051056"	"-1.11"	"COX18"
"223079_s_at"	"0.799"	"0.005124"	"1.07"	"GLS"
"213392_at"	"0.799"	"0.0051329"	"8.92e-01"	"IQCK"
"209369_at"	"0.799"	"0.0051436"	"1.07"	"ANXA3"
"226275_at"	"0.799"	"0.005147"	"-1.31"	"MXD1"
"222824_at"	"0.799"	"0.0051824"	"-1.31"	"NUDT5"
"226890_at"	"0.799"	"0.0051855"	"9.02e-01"	"WDR35"
"1556172_at"	"0.799"	"0.0052392"	"8.83e-01"	"LOC105374809"
"213123_at"	"0.799"	"0.0052402"	"-8.90e-01"	"MFAP3"
"1555420_a_at"	"0.799"	"0.0052614"	"9.54e-01"	"KLF7"
"222421_at"	"0.799"	"0.0052629"	"-1.32"	"UBE2H"
"203578_s_at"	"0.799"	"0.0052667"	"8.88e-01"	"SLC7A6"
"226847_at"	"0.799"	"0.0052838"	"1.53"	"FST"
"223735_at"	"0.799"	"0.0052865"	"9.95e-01"	"ARL6"
"238843_at"	"0.799"	"0.0052892"	"8.97e-01"	"NPHP1"
"212503_s_at"	"0.799"	"0.0052969"	"9.35e-01"	"DIP2C"
"1554538_at"	"0.799"	"0.0053113"	"8.89e-01"	"RHOF"
"222968_at"	"0.799"	"0.0053915"	"9.03e-01"	""
"225669_at"	"0.799"	"0.0054077"	"-2.73"	"IFNAR1"
"230082_at"	"0.799"	"0.0054097"	"8.74e-01"	""
"205074_at"	"0.799"	"0.0054162"	"8.73e-01"	"SLC22A5"
"1554588_a_at"	"0.799"	"0.0054285"	"1.28"	"TTC30B"
"227082_at"	"0.799"	"0.0054678"	"-8.76e-01"	"ZBTB20"
"228314_at"	"0.799"	"0.0055728"	"-8.66e-01"	"LOC101927933///LRRC8C"
"209301_at"	"0.799"	"0.0055866"	"8.70e-01"	"CA2"
"218212_s_at"	"0.799"	"0.0056075"	"-9.50e-01"	"MOCS2"
"220326_s_at"	"0.799"	"0.0056138"	"-1.07"	"ARHGEF40"
"224939_at"	"0.799"	"0.0056215"	"-1.04"	"NUFIP2"
"219758_at"	"0.799"	"0.0056253"	"1.05"	"TTC26"
"216627_s_at"	"0.799"	"0.0056422"	"9.80e-01"	"B4GALT1"
"227917_at"	"0.799"	"0.0056493"	"9.51e-01"	"LOC100506990"
"223532_at"	"0.799"	"0.0056581"	"9.01e-01"	"ANKRD39"
"238694_at"	"0.799"	"0.0056646"	"-9.34e-01"	"DGKE"
"210257_x_at"	"0.799"	"0.0056651"	"8.62e-01"	"CUL4B"
"205115_s_at"	"0.799"	"0.0057206"	"8.70e-01"	"RBM19"
"220153_at"	"0.799"	"0.0057253"	"8.73e-01"	"ENTPD7"
"226384_at"	"0.799"	"0.0057413"	"8.65e-01"	"PLPP5"
"223681_s_at"	"0.799"	"0.0057462"	"8.67e-01"	"PATJ"
"222874_s_at"	"0.799"	"0.0057689"	"8.81e-01"	"CLN8"
"213132_s_at"	"0.799"	"0.005774"	"9.00e-01"	"MCAT"
"47069_at"	"0.799"	"0.0057813"	"9.27e-01"	"PRR5"
"226955_at"	"0.799"	"0.0057876"	"1.65"	"AFAP1L1"
"1565830_at"	"0.799"	"0.0057964"	"-1.01"	""
"1552628_a_at"	"0.799"	"0.0058178"	"-1.17"	"HERPUD2"
"1558722_at"	"0.799"	"0.0058213"	"1.36"	"ZNF252P"
"218541_s_at"	"0.799"	"0.0058392"	"1.29"	"C8orf4"
"207345_at"	"0.799"	"0.0058528"	"1.51"	"FST"
"238039_at"	"0.799"	"0.0058688"	"9.18e-01"	"SCAMP1-AS1"
"231806_s_at"	"0.799"	"0.0058855"	"9.25e-01"	"STK36"
"1553973_a_at"	"0.799"	"0.0058984"	"1.79"	"SPINK6"
"219842_at"	"0.799"	"0.0059135"	"1.03"	"ARL15"
"206295_at"	"0.799"	"0.0059193"	"1.65"	"IL18"
"205865_at"	"0.799"	"0.0059601"	"9.10e-01"	"ARID3A"
"227214_at"	"0.799"	"0.005962"	"8.50e-01"	"GOPC"
"225116_at"	"0.799"	"0.0059711"	"-9.38e-01"	"HIPK2"
"235259_at"	"0.799"	"0.0059897"	"1.41"	"PACRGL"
"239999_at"	"0.799"	"0.0060022"	"-8.91e-01"	"MIR99AHG"
"215082_at"	"0.799"	"0.0060072"	"8.53e-01"	"ELOVL5"
"236481_at"	"0.799"	"0.0060373"	"8.89e-01"	"FAH"
"224596_at"	"0.799"	"0.0060519"	"-8.70e-01"	"SLC44A1"
"231367_s_at"	"0.799"	"0.0060569"	"8.45e-01"	""
"205876_at"	"0.799"	"0.0060831"	"1.09"	"LIFR"
"210233_at"	"0.799"	"0.0060878"	"8.44e-01"	"IL1RAP"
"219370_at"	"0.799"	"0.0061008"	"1.10"	"RPRM"
"210048_at"	"0.799"	"0.0061378"	"8.69e-01"	"NAPG"
"230130_at"	"0.799"	"0.0061684"	"1.85"	"SLIT2"
"209897_s_at"	"0.799"	"0.0061707"	"1.39"	"SLIT2"
"219763_at"	"0.799"	"0.0061779"	"1.11"	"DENND1A"
"212334_at"	"0.799"	"0.0062152"	"-8.71e-01"	"GNS"
"214502_at"	"0.799"	"0.006244"	"1.06"	"HIST1H2BJ"
"224848_at"	"0.799"	"0.0062513"	"-8.38e-01"	"CDK6"
"214285_at"	"0.799"	"0.0062572"	"1.23"	"FABP3"
"235780_at"	"0.799"	"0.0062627"	"1.21"	"PRKACB"
"224670_at"	"0.799"	"0.0062746"	"8.39e-01"	"SYS1"
